t,uL,uR,uL_act,uR_act,vL,vR,heading,tag
6.1300,4.80,4.80,4.83,4.80,19.597,18.682,3.138,multistep
6.1400,4.80,4.80,4.84,4.80,19.352,19.052,3.173,multistep
6.1500,0.00,0.00,4.83,4.80,19.234,18.877,3.203,stop
6.1600,0.00,0.00,4.83,4.80,19.436,19.303,3.222,stop
6.1700,0.00,0.00,4.09,4.04,18.829,18.542,3.236,stop
6.1800,0.00,0.00,3.69,3.61,17.418,17.453,3.263,stop
6.1900,0.00,0.00,3.45,3.38,16.713,16.811,3.305,stop
6.2000,6.00,6.00,0.00,-0.00,0.000,0.000,4.615,multistep
6.2100,6.00,6.00,0.01,-0.00,0.000,0.000,4.613,multistep
6.2200,6.00,6.00,1.90,2.92,1.466,4.538,4.613,multistep
6.2300,6.00,6.00,4.40,4.84,12.350,15.589,4.611,multistep
6.2400,6.00,6.00,5.51,5.61,18.466,19.841,4.611,multistep
6.2500,6.00,6.00,5.79,5.82,19.534,19.576,4.589,multistep
6.2600,6.00,6.00,5.79,5.80,17.020,18.689,4.568,multistep
6.2700,6.00,6.00,5.83,5.76,16.609,16.783,4.536,multistep
6.2800,6.00,6.00,5.86,5.78,17.600,17.062,4.495,multistep
6.2900,6.00,6.00,5.86,5.81,17.907,17.174,4.454,multistep
6.3000,6.00,6.00,5.87,5.83,18.466,18.703,4.410,multistep
6.3100,6.00,6.00,5.91,5.88,19.890,19.303,4.364,multistep
6.3200,6.00,6.00,5.95,5.90,20.755,20.323,4.338,multistep
6.3300,6.00,6.00,5.94,5.89,20.344,21.321,4.334,multistep
6.3400,6.00,6.00,5.91,5.89,20.881,21.412,4.342,multistep
6.3500,6.00,6.00,5.92,5.90,21.509,21.845,4.346,multistep
6.3600,6.00,6.00,5.94,5.92,21.726,22.494,4.361,multistep
6.3700,6.00,6.00,5.95,5.93,22.040,22.599,4.400,multistep
6.3800,6.00,6.00,5.96,5.94,22.487,23.003,4.439,multistep
6.3900,6.00,6.00,5.97,5.96,23.192,23.506,4.472,multistep
6.4000,6.00,6.00,5.99,5.98,23.792,23.234,4.484,multistep
6.4100,6.00,6.00,6.00,5.98,23.890,23.555,4.488,multistep
6.4200,6.00,6.00,5.97,5.99,23.555,23.750,4.489,multistep
6.4300,6.00,6.00,6.00,5.97,23.632,23.611,4.501,multistep
6.4400,6.00,6.00,6.02,5.95,23.485,23.862,4.515,multistep
6.4500,6.00,6.00,6.02,5.97,23.555,24.009,4.524,multistep
6.4600,6.00,6.00,5.99,6.00,24.239,23.743,4.524,multistep
6.4700,6.00,6.00,5.93,6.01,23.646,23.960,4.523,multistep
6.4800,6.00,6.00,5.93,5.99,23.848,24.358,4.526,multistep
6.4900,6.00,6.00,5.97,5.98,23.988,24.162,4.541,multistep
6.5000,6.00,6.00,5.95,5.97,24.023,24.351,4.564,multistep
6.5100,6.00,6.00,5.94,5.94,23.981,23.688,4.581,multistep
6.5200,6.00,6.00,5.94,5.93,23.855,23.904,4.599,multistep
6.5300,6.00,6.00,5.94,5.92,23.639,24.344,4.621,multistep
6.5400,6.00,6.00,5.94,5.92,23.925,23.764,4.645,multistep
6.5500,6.00,6.00,5.94,5.91,23.974,23.618,4.667,multistep
6.5600,6.00,6.00,5.93,5.92,24.456,24.295,4.690,multistep
6.5700,6.00,6.00,5.94,5.91,24.051,23.813,4.706,multistep
6.5800,6.00,6.00,5.97,5.93,24.002,23.304,4.722,multistep
6.5900,6.00,6.00,5.98,5.95,23.904,24.100,4.739,multistep
6.6000,6.00,6.00,5.95,5.96,23.548,24.155,4.770,multistep
6.6100,6.00,6.00,5.94,5.94,23.981,23.757,4.799,multistep
6.6200,6.00,6.00,5.93,5.91,24.372,23.806,4.832,multistep
6.6300,6.00,6.00,5.97,5.91,24.197,22.982,4.858,multistep
6.6400,6.00,6.00,5.94,5.93,23.506,23.534,4.889,multistep
6.6500,6.00,6.00,5.93,5.93,23.995,23.995,4.920,multistep
6.6600,6.00,6.00,5.93,5.91,23.904,23.709,4.948,multistep
6.6700,6.00,6.00,5.93,5.91,23.918,23.841,4.970,multistep
6.6800,6.00,6.00,5.93,5.91,24.518,24.407,4.970,multistep
6.6900,6.00,6.00,5.94,5.91,24.414,23.541,4.999,multistep
6.7000,6.00,6.00,5.94,5.91,24.176,23.904,5.035,multistep
6.7100,6.00,6.00,5.94,5.90,23.764,23.464,5.078,multistep
6.7200,6.00,6.00,5.94,5.91,23.827,23.709,5.119,multistep
6.7300,6.00,6.00,5.94,5.90,24.093,24.183,5.156,multistep
6.7400,6.00,6.00,5.93,5.91,24.609,23.695,5.184,multistep
6.7500,6.00,6.00,5.93,5.93,24.246,23.555,5.209,multistep
6.7600,6.00,6.00,5.94,5.93,23.436,23.688,5.227,multistep
6.7700,6.00,6.00,5.94,5.92,23.667,23.806,5.245,multistep
6.7800,6.00,6.00,5.93,5.91,23.813,23.848,5.268,multistep
6.7900,6.00,6.00,5.93,5.91,24.253,24.162,5.289,multistep
6.8000,6.00,6.00,5.93,5.91,24.106,23.709,5.309,multistep
6.8100,6.00,6.00,5.93,5.91,23.862,23.618,5.327,multistep
6.8200,6.00,6.00,5.94,5.91,23.757,23.660,5.341,multistep
6.8300,6.00,6.00,5.94,5.91,23.904,23.353,5.348,multistep
6.8400,6.00,6.00,5.94,5.93,24.058,23.639,5.351,multistep
6.8500,6.00,6.00,5.94,5.93,23.778,24.253,5.358,multistep
6.8600,6.00,6.00,5.94,5.91,24.560,23.862,5.362,multistep
6.8700,6.00,6.00,5.94,5.91,23.806,23.848,5.367,multistep
6.8800,6.00,6.00,5.93,5.91,23.513,23.674,5.369,multistep
6.8900,6.00,6.00,5.93,5.91,23.506,23.848,5.376,multistep
6.9000,6.00,6.00,5.93,5.92,23.353,23.757,5.396,multistep
6.9100,6.00,6.00,5.93,5.92,24.009,23.827,5.423,multistep
6.9200,6.00,6.00,5.93,5.91,23.960,23.785,5.452,multistep
6.9300,6.00,6.00,5.96,5.91,24.155,23.981,5.476,multistep
6.9400,6.00,6.00,5.96,5.91,23.890,23.618,5.497,multistep
6.9500,6.00,6.00,5.94,5.91,23.646,23.478,5.518,multistep
6.9600,6.00,6.00,5.94,5.91,23.932,23.764,5.541,multistep
6.9700,6.00,6.00,5.94,5.90,24.162,23.883,5.566,multistep
6.9800,6.00,6.00,5.94,5.90,24.316,23.681,5.588,multistep
6.9900,6.00,6.00,5.94,5.90,24.197,23.723,5.604,multistep
7.0000,6.00,6.00,5.93,5.90,23.499,23.136,5.627,multistep
7.0100,6.00,6.00,5.92,5.91,23.220,23.974,5.706,multistep
7.0200,6.00,6.00,5.93,5.90,23.932,23.674,5.756,multistep
7.0300,6.00,6.00,5.94,5.90,23.960,23.890,5.816,multistep
7.0400,6.00,6.00,5.94,5.90,24.302,24.267,5.868,multistep
7.0500,6.00,6.00,5.94,5.91,24.511,23.443,5.920,multistep
7.0600,6.00,6.00,5.95,5.91,24.267,23.422,5.968,multistep
7.0700,6.00,6.00,5.95,5.90,24.239,23.485,6.016,multistep
7.0800,6.00,6.00,5.95,5.91,24.546,23.618,6.061,multistep
7.0900,6.00,6.00,5.95,5.91,24.134,24.204,6.102,multistep
7.1000,6.00,6.00,5.96,5.91,24.497,24.023,6.137,multistep
7.1100,6.00,6.00,5.95,5.91,23.953,23.206,6.179,multistep
7.1200,6.00,6.00,5.95,5.91,23.953,23.639,6.215,multistep
7.1300,6.00,6.00,5.94,5.91,23.792,23.674,6.240,multistep
7.1400,6.00,6.00,5.93,5.94,23.918,23.792,6.263,multistep
7.1500,6.00,6.00,5.93,5.92,24.023,24.100,6.291,multistep
7.1600,6.00,6.00,5.93,5.91,24.113,24.106,6.320,multistep
7.1700,6.00,6.00,5.94,5.91,23.897,23.534,6.348,multistep
7.1800,6.00,6.00,5.94,5.90,23.953,23.234,6.376,multistep
7.1900,6.00,6.00,5.96,5.91,23.799,23.353,6.403,multistep
7.2000,0.00,0.00,5.96,5.91,24.127,23.604,6.430,stop
7.2100,0.00,0.00,5.95,5.91,24.679,24.260,6.458,stop
7.2200,0.00,0.00,5.23,5.17,23.911,23.450,6.483,stop
7.2300,0.00,0.00,4.86,4.71,22.717,21.838,6.505,stop
7.2400,0.00,0.00,4.60,4.44,21.956,21.726,6.537,stop
7.2500,7.20,7.20,0.01,0.00,0.000,0.000,3.640,multistep
7.2600,7.20,7.20,0.01,0.00,0.000,0.000,3.639,multistep
7.2700,7.20,7.20,2.46,2.90,1.012,2.402,3.638,multistep
7.2800,7.20,7.20,4.84,5.20,13.292,16.497,3.640,multistep
7.2900,7.20,7.20,6.35,6.47,18.982,22.766,3.639,multistep
7.3000,7.20,7.20,6.82,6.87,17.851,23.709,3.676,multistep
7.3100,7.20,7.20,6.94,6.97,18.375,25.356,3.846,multistep
7.3200,7.20,7.20,7.03,7.06,20.399,24.923,4.165,multistep
7.3300,7.20,7.20,7.07,7.08,21.761,24.979,4.545,multistep
7.3400,7.20,7.20,7.11,7.09,24.162,25.328,4.912,multistep
7.3500,7.20,7.20,7.16,7.11,24.630,24.386,5.273,multistep
7.3600,7.20,7.20,7.15,7.11,24.609,25.196,5.615,multistep
7.3700,7.20,7.20,7.14,7.07,25.594,23.716,5.906,multistep
7.3800,7.20,7.20,7.15,7.06,25.621,25.461,6.133,multistep
7.3900,7.20,7.20,7.18,7.12,27.032,25.642,6.372,multistep
7.4000,7.20,7.20,7.19,7.12,27.821,26.075,6.574,multistep
7.4100,7.20,7.20,7.20,7.11,28.582,25.328,6.737,multistep
7.4200,7.20,7.20,7.21,7.12,27.932,25.531,6.846,multistep
7.4300,7.20,7.20,7.22,7.13,27.695,26.417,6.926,multistep
7.4400,7.20,7.20,7.22,7.13,28.365,26.396,6.989,multistep
7.4500,7.20,7.20,7.23,7.14,28.344,27.178,7.033,multistep
7.4600,7.20,7.20,7.20,7.15,28.309,27.772,7.048,multistep
7.4700,7.20,7.20,7.23,7.13,28.826,27.618,7.055,multistep
7.4800,7.20,7.20,7.21,7.13,28.651,28.302,7.061,multistep
7.4900,7.20,7.20,7.20,7.15,28.588,28.260,7.065,multistep
7.5000,7.20,7.20,7.17,7.13,28.707,27.995,7.076,multistep
7.5100,7.20,7.20,7.20,7.16,28.868,28.924,7.085,multistep
7.5200,7.20,7.20,7.18,7.18,29.308,28.072,7.090,multistep
7.5300,7.20,7.20,7.18,7.16,28.840,29.252,7.097,multistep
7.5400,7.20,7.20,7.18,7.14,29.014,28.798,7.108,multistep
7.5500,7.20,7.20,7.18,7.14,29.091,29.007,7.116,multistep
7.5600,7.20,7.20,7.18,7.15,29.042,29.042,7.136,multistep
7.5700,7.20,7.20,7.18,7.15,28.805,29.510,7.156,multistep
7.5800,7.20,7.20,7.18,7.15,29.342,29.070,7.170,multistep
7.5900,7.20,7.20,7.17,7.15,28.665,28.623,7.189,multistep
7.6000,7.20,7.20,7.18,7.17,28.819,28.972,7.213,multistep
7.6100,7.20,7.20,7.18,7.16,29.552,28.931,7.232,multistep
7.6200,7.20,7.20,7.17,7.15,28.826,29.266,7.244,multistep
7.6300,7.20,7.20,7.18,7.15,28.959,29.000,7.257,multistep
7.6400,7.20,7.20,7.19,7.15,29.719,29.182,7.269,multistep
7.6500,7.20,7.20,7.19,7.15,29.259,29.014,7.284,multistep
7.6600,7.20,7.20,7.18,7.15,29.622,29.042,7.311,multistep
7.6700,7.20,7.20,7.19,7.15,29.154,29.496,7.342,multistep
7.6800,7.20,7.20,7.19,7.15,29.782,28.965,7.374,multistep
7.6900,7.20,7.20,7.19,7.15,29.231,29.426,7.398,multistep
7.7000,7.20,7.20,7.19,7.15,29.503,28.986,7.428,multistep
7.7100,7.20,7.20,7.20,7.15,29.880,29.140,7.459,multistep
7.7200,7.20,7.20,7.19,7.15,29.573,28.561,7.483,multistep
7.7300,7.20,7.20,7.20,7.15,29.664,29.419,7.504,multistep
7.7400,7.20,7.20,7.20,7.15,28.889,29.259,7.526,multistep
7.7500,7.20,7.20,7.19,7.15,29.266,28.917,7.556,multistep
7.7600,7.20,7.20,7.19,7.15,29.398,29.503,7.597,multistep
7.7700,7.20,7.20,7.18,7.15,29.524,29.671,7.640,multistep
7.7800,7.20,7.20,7.19,7.15,28.889,29.035,7.680,multistep
7.7900,7.20,7.20,7.17,7.14,29.091,28.875,7.712,multistep
7.8000,7.20,7.20,7.17,7.14,29.433,29.161,7.743,multistep
7.8100,7.20,7.20,7.18,7.14,29.301,29.154,7.767,multistep
7.8200,7.20,7.20,7.18,7.14,29.391,29.021,7.779,multistep
7.8300,7.20,7.20,7.19,7.15,29.329,29.335,7.802,multistep
7.8400,7.20,7.20,7.19,7.15,29.740,29.510,7.829,multistep
7.8500,7.20,7.20,7.20,7.16,29.398,29.335,7.855,multistep
7.8600,7.20,7.20,7.20,7.16,29.622,29.182,7.880,multistep
7.8700,7.20,7.20,7.19,7.15,29.440,28.924,7.898,multistep
7.8800,7.20,7.20,7.20,7.15,29.664,29.301,7.912,multistep
7.8900,7.20,7.20,7.20,7.17,29.426,28.770,7.943,multistep
7.9000,7.20,7.20,7.19,7.16,29.329,29.259,7.974,multistep
7.9100,7.20,7.20,7.20,7.16,29.154,28.938,8.008,multistep
7.9200,7.20,7.20,7.20,7.16,29.091,29.308,8.039,multistep
7.9300,7.20,7.20,7.20,7.16,29.559,29.056,8.080,multistep
7.9400,7.20,7.20,7.19,7.16,29.643,29.021,8.123,multistep
7.9500,7.20,7.20,7.20,7.16,29.531,29.363,8.162,multistep
7.9600,7.20,7.20,7.19,7.15,29.545,28.777,8.191,multistep
7.9700,7.20,7.20,7.20,7.15,29.524,29.622,8.210,multistep
7.9800,7.20,7.20,7.20,7.15,29.412,29.433,8.225,multistep
7.9900,7.20,7.20,7.20,7.16,28.979,29.308,8.246,multistep
8.0000,7.20,7.20,7.20,7.16,29.740,29.280,8.268,multistep
8.0100,7.20,7.20,7.20,7.15,29.322,29.266,8.289,multistep
8.0200,7.20,7.20,7.19,7.15,29.280,29.168,8.317,multistep
8.0300,7.20,7.20,7.20,7.15,28.959,28.840,8.339,multistep
8.0400,7.20,7.20,7.20,7.16,29.768,29.601,8.367,multistep
8.0500,7.20,7.20,7.20,7.15,29.678,29.405,8.394,multistep
8.0600,7.20,7.20,7.20,7.15,28.749,29.021,8.415,multistep
8.0700,7.20,7.20,7.20,7.15,29.782,29.042,8.429,multistep
8.0800,7.20,7.20,7.20,7.15,28.917,29.238,8.444,multistep
8.0900,7.20,7.20,7.19,7.16,29.426,29.517,8.469,multistep
8.1000,7.20,7.20,7.19,7.16,29.231,29.231,8.507,multistep
8.1100,7.20,7.20,7.19,7.15,29.140,29.014,8.524,multistep
8.1200,7.20,7.20,7.18,7.17,29.964,29.126,8.534,multistep
8.1300,7.20,7.20,7.19,7.17,28.540,29.664,8.545,multistep
8.1400,7.20,7.20,7.19,7.17,30.138,29.000,8.555,multistep
8.1500,7.20,7.20,7.20,7.16,29.056,29.685,8.575,multistep
8.1600,7.20,7.20,7.20,7.16,29.999,29.196,8.588,multistep
8.1700,7.20,7.20,7.20,7.15,28.798,28.979,8.601,multistep
8.1800,7.20,7.20,7.20,7.16,30.055,28.972,8.616,multistep
8.1900,7.20,7.20,7.19,7.15,29.259,29.615,8.633,multistep
8.2000,7.20,7.20,7.19,7.16,28.665,29.252,8.654,multistep
8.2100,7.20,7.20,7.18,7.16,29.601,28.903,8.675,multistep
8.2200,7.20,7.20,7.18,7.16,29.426,29.419,8.690,multistep
8.2300,7.20,7.20,7.19,7.16,29.322,29.238,8.709,multistep
8.2400,7.20,7.20,7.20,7.15,28.972,29.245,8.732,multistep
8.2500,0.00,0.00,7.20,7.15,29.028,29.217,8.748,stop
8.2600,0.00,0.00,7.02,6.77,29.412,28.847,8.762,stop
8.2700,0.00,0.00,6.36,6.10,28.449,27.939,8.781,stop
8.2800,0.00,0.00,6.02,5.78,27.513,26.927,8.806,stop
8.2900,0.00,0.00,5.78,5.56,26.913,26.026,8.836,stop
8.3000,8.40,8.40,0.01,-0.00,0.000,0.000,12.317,multistep
8.3100,8.40,8.40,0.00,-0.00,0.000,0.000,12.318,multistep
8.3200,8.40,8.40,3.03,1.03,2.604,0.000,12.317,multistep
8.3300,8.40,8.40,4.89,3.77,12.839,6.912,12.318,multistep
8.3400,8.40,8.40,6.98,6.24,24.120,21.440,12.318,multistep
8.3500,8.40,8.40,7.98,7.62,26.159,25.454,12.319,multistep
8.3600,8.40,8.40,8.17,8.03,25.070,26.955,12.345,multistep
8.3700,8.40,8.40,8.24,8.15,25.733,28.407,12.403,multistep
8.3800,8.40,8.40,8.26,8.19,26.396,27.011,12.446,multistep
8.3900,8.40,8.40,8.28,8.20,27.569,27.004,12.452,multistep
8.4000,8.40,8.40,8.32,8.27,27.723,27.534,12.487,multistep
8.4100,8.40,8.40,8.31,8.26,26.948,26.899,12.493,multistep
8.4200,8.40,8.40,8.34,8.27,28.295,28.547,12.496,multistep
8.4300,8.40,8.40,8.38,8.32,29.412,29.978,12.518,multistep
8.4400,8.40,8.40,8.39,8.34,30.397,31.262,12.552,multistep
8.4500,8.40,8.40,8.37,8.33,30.076,30.997,12.609,multistep
8.4600,8.40,8.40,8.32,8.33,30.920,30.795,12.671,multistep
8.4700,8.40,8.40,8.34,8.31,31.723,31.625,12.713,multistep
8.4800,8.40,8.40,8.38,8.32,32.093,31.660,12.733,multistep
8.4900,8.40,8.40,8.39,8.35,33.427,32.721,12.749,multistep
8.5000,8.40,8.40,8.36,8.37,32.652,33.077,12.770,multistep
8.5100,8.40,8.40,8.37,8.34,33.762,33.887,12.793,multistep
8.5200,8.40,8.40,8.39,8.34,33.643,33.517,12.818,multistep
8.5300,8.40,8.40,8.38,8.35,33.650,34.146,12.843,multistep
8.5400,8.40,8.40,8.40,8.35,33.748,33.294,12.875,multistep
8.5500,8.40,8.40,8.40,8.35,34.397,34.732,12.914,multistep
8.5600,8.40,8.40,8.37,8.37,34.606,33.943,12.941,multistep
8.5700,8.40,8.40,8.34,8.37,34.181,34.334,12.954,multistep
8.5800,8.40,8.40,8.33,8.38,34.271,33.859,12.957,multistep
8.5900,8.40,8.40,8.37,8.38,33.936,33.978,12.959,multistep
8.6000,8.40,8.40,8.34,8.35,34.355,33.454,12.971,multistep
8.6100,8.40,8.40,8.37,8.35,35.179,34.404,12.994,multistep
8.6200,8.40,8.40,8.40,8.35,33.901,33.999,13.019,multistep
8.6300,8.40,8.40,8.42,8.35,35.095,33.622,13.075,multistep
8.6400,8.40,8.40,8.39,8.32,34.020,34.271,13.112,multistep
8.6500,8.40,8.40,8.40,8.32,34.844,34.236,13.148,multistep
8.6600,8.40,8.40,8.42,8.32,34.537,34.760,13.203,multistep
8.6700,8.40,8.40,8.38,8.37,34.397,34.341,13.254,multistep
8.6800,8.40,8.40,8.38,8.37,34.502,34.369,13.310,multistep
8.6900,8.40,8.40,8.42,8.38,35.458,34.585,13.360,multistep
8.7000,8.40,8.40,8.43,8.38,34.690,33.783,13.392,multistep
8.7100,8.40,8.40,8.40,8.38,34.620,34.530,13.414,multistep
8.7200,8.40,8.40,8.38,8.38,34.118,34.495,13.443,multistep
8.7300,8.40,8.40,8.39,8.40,34.788,34.425,13.471,multistep
8.7400,8.40,8.40,8.38,8.38,34.565,34.111,13.499,multistep
8.7500,8.40,8.40,8.41,8.39,34.306,34.327,13.522,multistep
8.7600,8.40,8.40,8.42,8.39,35.193,34.181,13.538,multistep
8.7700,8.40,8.40,8.43,8.41,34.655,34.802,13.561,multistep
8.7800,8.40,8.40,8.37,8.37,34.299,34.634,13.587,multistep
8.7900,8.40,8.40,8.36,8.36,35.018,34.264,13.618,multistep
8.8000,8.40,8.40,8.38,8.36,34.355,34.544,13.655,multistep
8.8100,8.40,8.40,8.35,8.38,34.488,34.446,13.684,multistep
8.8200,8.40,8.40,8.38,8.40,35.144,33.699,13.710,multistep
8.8300,8.40,8.40,8.36,8.37,34.208,34.551,13.737,multistep
8.8400,8.40,8.40,8.38,8.35,34.634,33.957,13.758,multistep
8.8500,8.40,8.40,8.40,8.32,35.130,34.041,13.777,multistep
8.8600,8.40,8.40,8.40,8.33,34.907,33.748,13.797,multistep
8.8700,8.40,8.40,8.39,8.34,35.144,35.067,13.815,multistep
8.8800,8.40,8.40,8.40,8.35,34.578,33.859,13.836,multistep
8.8900,8.40,8.40,8.43,8.36,34.844,34.697,13.869,multistep
8.9000,8.40,8.40,8.40,8.37,34.551,34.592,13.913,multistep
8.9100,8.40,8.40,8.39,8.35,34.613,34.160,13.956,multistep
8.9200,8.40,8.40,8.36,8.35,34.397,33.894,13.996,multistep
8.9300,8.40,8.40,8.35,8.32,35.409,34.502,14.039,multistep
8.9400,8.40,8.40,8.35,8.31,34.683,32.917,14.070,multistep
8.9500,8.40,8.40,8.39,8.36,34.788,34.188,14.108,multistep
8.9600,8.40,8.40,8.39,8.39,34.411,33.957,14.146,multistep
8.9700,8.40,8.40,8.39,8.39,35.046,34.341,14.175,multistep
8.9800,8.40,8.40,8.40,8.37,34.215,33.734,14.203,multistep
8.9900,8.40,8.40,8.43,8.35,34.523,33.203,14.281,multistep
9.0000,8.40,8.40,8.40,8.35,34.041,34.167,14.329,multistep
9.0100,8.40,8.40,8.40,8.34,34.439,33.727,14.378,multistep
9.0200,8.40,8.40,8.38,8.33,34.683,33.336,14.412,multistep
9.0300,8.40,8.40,8.38,8.34,34.599,33.594,14.439,multistep
9.0400,8.40,8.40,8.37,8.35,34.188,34.907,14.467,multistep
9.0500,8.40,8.40,8.39,8.32,34.606,33.622,14.500,multistep
9.0600,8.40,8.40,8.38,8.33,34.523,33.831,14.530,multistep
9.0700,8.40,8.40,8.39,8.35,34.264,34.139,14.530,multistep
9.0800,8.40,8.40,8.35,8.34,35.298,34.034,14.559,multistep
9.0900,8.40,8.40,8.34,8.34,33.664,33.385,14.594,multistep
9.1000,8.40,8.40,8.33,8.34,34.201,34.418,14.632,multistep
9.1100,8.40,8.40,8.32,8.37,34.718,33.741,14.672,multistep
9.1200,8.40,8.40,8.33,8.37,34.739,34.132,14.712,multistep
9.1300,8.40,8.40,8.33,8.36,33.615,34.662,14.746,multistep
9.1400,8.40,8.40,8.35,8.36,34.565,34.320,14.773,multistep
9.1500,8.40,8.40,8.34,8.35,33.811,33.678,14.801,multistep
9.1600,8.40,8.40,8.35,8.35,34.327,34.516,14.833,multistep
9.1700,8.40,8.40,8.34,8.35,34.188,33.685,14.868,multistep
9.1800,8.40,8.40,8.33,8.37,34.453,33.887,14.911,multistep
9.1900,8.40,8.40,8.34,8.38,33.985,34.097,14.947,multistep
9.2000,8.40,8.40,8.41,8.35,35.221,33.678,14.964,multistep
9.2100,8.40,8.40,8.40,8.34,34.948,34.362,14.978,multistep
9.2200,8.40,8.40,8.37,8.32,34.160,34.446,14.995,multistep
9.2300,8.40,8.40,8.34,8.33,34.592,34.341,15.009,multistep
9.2400,8.40,8.40,8.35,8.32,33.950,34.236,15.035,multistep
9.2500,8.40,8.40,8.34,8.31,33.147,34.509,15.067,multistep
9.2600,8.40,8.40,8.35,8.30,34.753,33.524,15.111,multistep
9.2700,8.40,8.40,8.34,8.31,33.797,35.004,15.161,multistep
9.2800,8.40,8.40,8.35,8.30,34.844,34.222,15.205,multistep
9.2900,8.40,8.40,8.37,8.32,34.027,33.762,15.240,multistep
9.3000,0.00,0.00,8.42,8.33,34.914,33.811,15.274,stop
9.3100,0.00,0.00,8.44,7.90,33.964,34.229,15.295,stop
9.3200,0.00,0.00,7.64,7.22,34.362,32.372,15.324,stop
9.3300,0.00,0.00,7.22,6.88,32.875,32.435,15.363,stop
9.3400,0.00,0.00,6.96,6.62,31.974,30.725,15.412,stop
9.3500,9.60,9.60,0.01,-0.00,0.000,0.000,4.085,multistep
9.3600,9.60,9.60,0.00,0.00,0.000,0.000,4.085,multistep
9.3700,9.60,9.60,2.41,2.27,2.744,4.691,4.087,multistep
9.3800,9.60,9.60,5.07,5.04,13.788,11.784,4.088,multistep
9.3900,9.60,9.60,7.48,7.19,24.944,23.129,4.085,multistep
9.4000,9.60,9.60,8.97,8.65,30.515,29.922,4.055,multistep
9.4100,9.60,9.60,9.45,9.20,29.922,30.446,3.971,multistep
9.4200,9.60,9.60,9.53,9.40,31.891,30.906,3.845,multistep
9.4300,9.60,9.60,9.54,9.46,32.072,31.179,3.739,multistep
9.4400,9.60,9.60,9.54,9.47,32.289,31.716,3.623,multistep
9.4500,9.60,9.60,9.43,9.43,29.810,31.535,3.524,multistep
9.4600,9.60,9.60,9.41,9.39,30.536,30.774,3.452,multistep
9.4700,9.60,9.60,9.56,9.46,32.763,32.784,3.395,multistep
9.4800,9.60,9.60,9.61,9.52,34.544,34.020,3.357,multistep
9.4900,9.60,9.60,9.64,9.54,35.298,34.299,3.348,multistep
9.5000,9.60,9.60,9.63,9.52,36.415,34.662,3.315,multistep
9.5100,9.60,9.60,9.61,9.51,37.196,35.409,3.249,multistep
9.5200,9.60,9.60,9.57,9.57,38.439,37.957,3.083,multistep
9.5300,9.60,9.60,9.59,9.56,39.088,39.144,3.099,multistep
9.5400,9.60,9.60,9.61,9.58,39.305,39.088,3.115,multistep
9.5500,9.60,9.60,9.62,9.59,38.258,39.598,3.125,multistep
9.5600,9.60,9.60,9.63,9.59,39.626,39.731,3.130,multistep
9.5700,9.60,9.60,9.63,9.60,38.062,39.905,3.135,multistep
9.5800,9.60,9.60,9.65,9.61,39.780,39.528,3.139,multistep
9.5900,9.60,9.60,9.66,9.61,39.738,39.361,3.149,multistep
9.6000,9.60,9.60,9.64,9.57,40.094,38.830,3.165,multistep
9.6100,9.60,9.60,9.61,9.53,40.045,39.535,3.181,multistep
9.6200,9.60,9.60,9.64,9.58,40.157,38.579,3.189,multistep
9.6300,9.60,9.60,9.63,9.57,40.017,38.642,3.200,multistep
9.6400,9.60,9.60,9.64,9.54,39.242,38.858,3.226,multistep
9.6500,9.60,9.60,9.60,9.56,39.947,39.668,3.262,multistep
9.6600,9.60,9.60,9.64,9.57,39.019,39.479,3.295,multistep
9.6700,9.60,9.60,9.64,9.60,40.296,39.891,3.317,multistep
9.6800,9.60,9.60,9.62,9.62,39.116,40.806,3.346,multistep
9.6900,9.60,9.60,9.62,9.60,38.802,39.668,3.386,multistep
9.7000,9.60,9.60,9.66,9.59,39.794,39.675,3.424,multistep
9.7100,9.60,9.60,9.65,9.58,39.361,38.830,3.468,multistep
9.7200,9.60,9.60,9.64,9.58,39.214,39.074,3.506,multistep
9.7300,9.60,9.60,9.62,9.59,38.355,39.794,3.541,multistep
9.7400,9.60,9.60,9.57,9.59,40.722,39.403,3.574,multistep
9.7500,9.60,9.60,9.60,9.59,40.366,39.919,3.603,multistep
9.7600,9.60,9.60,9.63,9.60,40.848,39.116,3.646,multistep
9.7700,9.60,9.60,9.65,9.61,40.045,40.017,3.697,multistep
9.7800,9.60,9.60,9.66,9.60,39.605,39.842,3.747,multistep
9.7900,9.60,9.60,9.66,9.61,40.261,39.535,3.784,multistep
9.8000,9.60,9.60,9.66,9.58,39.724,40.331,3.817,multistep
9.8100,9.60,9.60,9.66,9.59,40.254,39.417,3.851,multistep
9.8200,9.60,9.60,9.62,9.59,39.849,40.205,3.881,multistep
9.8300,9.60,9.60,9.60,9.59,39.752,39.898,3.925,multistep
9.8400,9.60,9.60,9.64,9.61,39.298,39.242,3.970,multistep
9.8500,9.60,9.60,9.65,9.59,39.361,39.291,4.018,multistep
9.8600,9.60,9.60,9.65,9.59,40.848,39.577,4.056,multistep
9.8700,9.60,9.60,9.65,9.60,39.807,39.151,4.086,multistep
9.8800,9.60,9.60,9.65,9.60,40.645,39.354,4.115,multistep
9.8900,9.60,9.60,9.65,9.61,39.535,39.200,4.143,multistep
