t,uL,uR,uL_act,uR_act,vL,vR,heading,tag
24.6800,2.39,-2.39,-3.46,3.31,-14.270,12.685,3097.746,chirp
24.6900,4.62,-4.62,-2.17,1.18,-12.203,9.585,3096.335,chirp
24.7000,6.57,-6.57,0.93,-1.84,-8.245,2.262,3094.895,chirp
24.7100,8.12,-8.12,3.50,-4.16,5.599,-11.505,3093.506,chirp
24.7200,9.14,-9.14,5.23,-5.58,17.411,-16.441,3092.185,chirp
24.7300,9.59,-9.59,6.57,-6.79,20.427,-19.289,3090.962,chirp
24.7400,9.40,-9.40,7.44,-7.21,21.223,-22.417,3089.983,chirp
24.7500,8.60,-8.60,8.07,-7.29,25.587,-23.129,3089.378,chirp
24.7600,7.21,-7.21,7.83,-7.71,26.145,-23.702,3089.144,chirp
24.7700,5.34,-5.34,8.11,-7.34,26.850,-23.953,3089.236,chirp
24.7800,3.09,-3.09,7.09,-7.17,21.865,-23.017,3089.676,chirp
24.7900,0.62,-0.62,6.08,-6.16,19.527,-20.490,3090.440,chirp
24.8000,-1.91,1.91,4.66,-5.07,17.698,-18.487,3091.481,chirp
24.8100,-4.31,4.31,2.43,-3.13,12.392,-13.488,3092.700,chirp
24.8200,-6.42,6.42,-0.00,-0.73,7.491,-7.980,3094.032,chirp
24.8300,-8.08,8.08,-2.60,1.68,2.066,-1.969,3095.364,chirp
24.8400,-9.17,9.17,-4.51,4.03,-11.219,10.940,3096.617,chirp
24.8500,-9.60,9.60,-5.80,5.64,-16.483,17.111,3097.779,chirp
24.8600,-9.32,9.32,-6.51,6.48,-17.460,19.087,3098.768,chirp
24.8700,-8.36,8.36,-6.64,7.20,-20.190,23.688,3099.399,chirp
24.8800,-6.77,6.77,-7.36,7.62,-24.812,23.988,3099.664,chirp
24.8900,-4.67,4.67,-7.60,7.80,-22.047,23.192,3099.565,chirp
24.9000,-2.20,2.20,-7.13,7.32,-22.920,23.750,3099.103,chirp
24.9100,0.45,-0.45,-5.72,6.35,-20.406,22.159,3098.304,chirp
24.9200,3.07,-3.07,-4.00,4.89,-17.083,19.597,3097.234,chirp
24.9300,5.47,-5.47,-1.31,2.59,-10.290,13.739,3095.973,chirp
24.9400,7.44,-7.44,1.45,-0.26,-7.749,8.224,3094.738,chirp
24.9500,8.84,-8.84,3.80,-2.81,8.873,0.000,3093.584,chirp
24.9600,9.53,-9.53,5.52,-4.80,15.701,-14.465,3092.483,chirp
24.9700,9.46,-9.46,6.24,-6.09,15.987,-16.678,3091.511,chirp
24.9800,8.62,-8.62,6.61,-6.45,17.069,-19.387,3090.873,chirp
24.9900,7.07,-7.07,6.64,-6.90,20.658,-21.084,3090.666,chirp
25.0000,4.93,-4.93,7.29,-7.11,21.656,-22.124,3090.828,chirp
25.0100,2.37,-2.37,6.51,-7.15,19.199,-22.110,3091.322,chirp
25.0200,-0.41,0.41,5.78,-6.18,19.338,-19.031,3092.117,chirp
25.0300,-3.16,3.16,4.40,-4.70,16.699,-16.839,3093.163,chirp
25.0400,-5.65,5.65,1.70,-2.37,10.514,-13.083,3094.428,chirp
25.0500,-7.66,7.66,-3.41,2.97,-2.723,1.969,3097.095,chirp
25.0600,-9.02,9.02,-4.98,4.71,-15.352,15.149,3098.321,chirp
25.0700,-9.59,9.59,-6.38,6.21,-17.858,18.717,3099.452,chirp
25.0800,-9.31,9.31,-6.79,7.59,-19.988,22.626,3100.314,chirp
25.0900,-8.21,8.21,-7.46,8.10,-25.063,26.669,3100.825,chirp
25.1000,-6.36,6.36,-7.88,8.60,-24.211,25.517,3100.966,chirp
25.1100,-3.93,3.93,-7.29,7.92,-24.051,25.154,3100.705,chirp
25.1200,-1.13,1.13,-6.08,6.59,-23.206,25.154,3100.102,chirp
25.1300,1.79,-1.79,-4.27,5.11,-18.626,21.056,3099.233,chirp
25.1400,4.55,-4.55,-1.76,2.72,-12.776,14.696,3098.145,chirp
25.1500,6.89,-6.89,1.25,-0.25,-6.067,9.062,3096.973,chirp
25.1600,8.60,-8.60,3.85,-3.16,7.554,-3.239,3095.843,chirp
25.1700,9.49,-9.49,5.76,-5.36,18.452,-16.720,3094.799,chirp
25.1800,9.48,-9.48,7.19,-6.46,21.391,-20.469,3093.841,chirp
25.1900,8.55,-8.55,7.70,-6.58,23.590,-21.775,3093.055,chirp
25.2000,6.79,-6.79,7.99,-7.12,24.644,-23.660,3092.606,chirp
25.2100,4.35,-4.35,7.58,-7.28,26.089,-25.398,3092.576,chirp
25.2200,1.48,-1.48,6.44,-6.00,22.682,-19.520,3092.884,chirp
25.2300,-1.55,1.55,5.21,-4.84,17.244,-16.204,3093.510,chirp
25.2400,-4.44,4.44,3.24,-2.97,12.985,-10.549,3094.435,chirp
25.2500,-6.89,6.89,0.41,-0.60,7.749,-6.849,3095.531,chirp
25.2600,-8.65,8.65,-2.57,2.09,3.672,1.075,3096.698,chirp
25.2700,-9.52,9.52,-4.63,4.94,-13.509,15.659,3097.804,chirp
25.2800,-9.42,9.42,-5.96,6.94,-18.305,22.829,3098.811,chirp
25.2900,-8.33,8.33,-6.81,7.99,-20.036,25.272,3099.695,chirp
25.3000,-6.36,6.36,-6.78,8.54,-20.972,28.121,3100.276,chirp
25.3100,-3.71,3.71,-7.36,8.25,-22.801,29.112,3100.501,chirp
25.3200,-0.66,0.66,-6.65,7.44,-21.419,26.354,3100.385,chirp
25.3300,2.48,-2.48,-4.90,5.59,-17.767,18.745,3099.896,chirp
25.3400,5.36,-5.36,-2.47,3.21,-11.645,14.032,3099.061,chirp
25.3500,7.66,-7.66,0.52,0.42,-6.960,9.900,3098.024,chirp
25.3600,9.13,-9.13,3.55,-2.52,6.060,-0.684,3096.944,chirp
25.3700,9.60,-9.60,5.52,-4.68,17.886,-10.165,3096.006,chirp
25.3800,9.00,-9.00,6.66,-6.26,21.733,-17.383,3095.282,chirp
25.3900,7.38,-7.38,7.23,-7.08,20.225,-20.609,3094.760,chirp
25.4000,4.93,-4.93,6.88,-7.07,22.466,-21.447,3094.838,chirp
25.4100,1.90,-1.90,6.82,-6.47,23.827,-23.101,3095.352,chirp
25.4200,-1.35,1.35,5.13,-4.81,20.455,-17.642,3096.092,chirp
25.4300,-4.46,4.46,2.92,-1.97,13.118,-11.093,3097.088,chirp
25.4400,-7.06,7.06,-0.68,1.17,7.945,-7.065,3098.241,chirp
25.4500,-8.84,8.84,-3.44,3.81,-4.307,9.271,3099.379,chirp
25.4600,-9.59,9.59,-5.49,5.63,-17.656,18.563,3100.405,chirp
25.4700,-9.19,9.19,-6.89,6.61,-23.953,19.680,3101.310,chirp
25.4800,-7.70,7.70,-7.54,7.11,-23.485,23.031,3101.978,chirp
25.4900,-5.27,5.27,-7.94,7.41,-26.361,24.023,3102.316,chirp
25.5000,-2.20,2.20,-7.40,6.81,-25.628,23.017,3102.319,chirp
25.5100,1.15,-1.15,-5.17,5.05,-19.059,17.265,3101.967,chirp
25.5200,4.38,-4.38,-2.45,2.31,-12.343,11.407,3101.250,chirp
25.5300,7.07,-7.07,0.10,-0.97,-7.344,7.547,3100.273,chirp
25.5400,8.89,-8.89,3.05,-3.58,3.588,-5.962,3099.218,chirp
25.5500,9.60,-9.60,5.29,-5.49,17.495,-18.361,3098.220,chirp
25.5600,9.09,-9.09,6.40,-6.71,22.382,-19.673,3097.336,chirp
25.5700,7.43,-7.43,7.52,-6.99,21.691,-23.073,3096.667,chirp
25.5800,4.81,-4.81,7.14,-7.46,22.159,-23.597,3096.375,chirp
25.5900,1.56,-1.56,6.95,-6.38,23.597,-21.698,3096.467,chirp
25.6000,-1.91,1.91,5.00,-4.41,20.581,-16.720,3096.864,chirp
25.6100,-5.13,5.13,2.19,-1.55,14.116,-9.648,3097.577,chirp
25.6200,-7.69,7.69,-1.24,1.58,5.508,-4.154,3098.454,chirp
25.6300,-9.24,9.24,-3.69,4.08,-6.793,11.184,3099.351,chirp
25.6400,-9.56,9.56,-5.44,5.62,-17.502,20.602,3100.194,chirp
25.6500,-8.60,8.60,-7.06,6.61,-24.260,21.042,3100.958,chirp
25.6600,-6.47,6.47,-7.31,6.92,-23.024,22.340,3101.469,chirp
25.6700,-3.45,3.45,-7.18,6.86,-24.937,23.269,3101.624,chirp
25.6800,0.05,-0.05,-6.41,5.74,-23.806,20.378,3101.473,chirp
25.6900,3.55,-3.55,-4.79,4.62,-17.481,16.246,3101.025,chirp
25.7000,6.57,-6.57,-1.57,2.14,-12.210,10.968,3100.300,chirp
25.7100,8.68,-8.68,2.34,-1.52,-2.269,5.669,3099.374,chirp
25.7200,9.58,-9.58,4.75,-4.20,14.493,-12.322,3098.393,chirp
25.7300,9.12,-9.12,6.50,-5.99,21.244,-20.616,3097.487,chirp
25.7400,7.37,-7.37,7.17,-6.94,23.031,-19.638,3096.703,chirp
25.7500,4.55,-4.55,6.89,-7.54,21.803,-22.229,3096.198,chirp
25.7600,1.06,-1.06,7.19,-7.50,21.831,-25.056,3096.137,chirp
25.7700,-2.59,2.59,5.90,-6.32,20.001,-21.454,3096.483,chirp
25.7800,-5.87,5.87,3.46,-4.25,15.017,-17.760,3097.103,chirp
25.7900,-8.30,8.30,0.25,-1.49,8.999,-11.771,3097.923,chirp
25.8000,-9.51,9.51,-3.28,1.97,-1.061,-4.636,3098.810,chirp
25.8100,-9.30,9.30,-5.14,4.73,-15.806,14.172,3099.681,chirp
25.8200,-7.71,7.71,-6.22,7.12,-21.160,24.735,3100.498,chirp
25.8300,-4.94,4.94,-7.25,7.96,-23.876,24.930,3101.161,chirp
25.8400,-1.42,1.42,-7.52,8.11,-24.379,27.835,3101.529,chirp
25.8500,2.33,-2.33,-6.38,6.71,-23.485,23.953,3101.533,chirp
25.8600,5.73,-5.73,-4.22,4.35,-16.357,17.593,3101.198,chirp
25.8700,8.26,-8.26,-0.94,1.19,-8.810,12.441,3100.544,chirp
25.8800,9.51,-9.51,2.49,-2.29,-3.023,2.932,3099.711,chirp
25.8900,9.27,-9.27,4.91,-5.13,15.387,-15.722,3098.884,chirp
25.9000,7.58,-7.58,6.34,-7.23,22.606,-24.197,3098.134,chirp
25.9100,4.68,-4.68,7.36,-8.10,23.988,-27.164,3097.144,chirp
25.9200,1.02,-1.02,6.61,-6.97,23.429,-25.970,3097.158,chirp
25.9300,-2.81,2.81,4.52,-4.71,19.150,-18.801,3097.492,chirp
25.9400,-6.20,6.20,1.56,-1.70,11.617,-11.561,3098.100,chirp
25.9500,-8.59,8.59,-0.89,1.98,6.081,-4.894,3098.855,chirp
25.9600,-9.58,9.58,-3.30,4.45,-7.533,14.668,3099.552,chirp
25.9700,-9.01,9.01,-4.07,6.36,-13.104,21.845,3100.144,chirp
25.9800,-6.95,6.95,-6.03,7.38,-18.340,25.454,3100.608,chirp
25.9900,-3.72,3.72,-6.79,7.37,-22.871,25.363,3100.831,chirp
26.0000,0.13,-0.13,-5.95,6.24,-21.579,22.703,3100.745,chirp
26.0100,3.98,-3.98,-2.91,3.32,-12.936,16.790,3100.329,chirp
26.0200,7.16,-7.16,0.19,-0.25,-6.381,9.418,3099.632,chirp
26.0300,9.13,-9.13,3.12,-3.38,2.402,-1.655,3098.783,chirp
26.0400,9.55,-9.55,5.02,-5.29,17.069,-17.942,3097.964,chirp
26.0500,8.32,-8.32,6.29,-6.79,22.333,-22.759,3097.219,chirp
26.0600,5.65,-5.65,7.02,-6.98,21.705,-22.829,3096.644,chirp
26.0700,1.99,-1.99,6.72,-6.56,21.698,-21.949,3096.435,chirp
26.0800,-2.03,2.03,5.12,-5.03,18.535,-17.956,3096.626,chirp
26.0900,-5.70,5.70,3.31,-3.04,13.488,-12.301,3097.086,chirp
26.1000,-8.38,8.38,0.29,-0.02,8.950,-7.966,3097.736,chirp
26.1100,-9.57,9.57,-2.53,2.70,2.004,-1.278,3098.392,chirp
26.1200,-9.04,9.04,-4.65,5.21,-10.919,16.239,3098.994,chirp
26.1300,-6.89,6.89,-6.53,6.56,-21.761,22.340,3099.541,chirp
26.1400,-3.48,3.48,-7.15,7.53,-23.988,24.986,3099.969,chirp
26.1500,0.57,-0.57,-7.04,7.18,-24.295,25.077,3100.160,chirp
26.1600,4.53,-4.53,-5.35,5.51,-20.909,21.293,3100.050,chirp
26.1700,7.66,-7.66,-1.68,1.72,-10.283,10.961,3099.608,chirp
26.1800,9.38,-9.38,2.34,-1.98,-3.567,5.096,3099.608,chirp
26.1900,9.36,-9.36,5.05,-4.92,15.387,-13.991,3098.944,chirp
26.2000,7.59,-7.59,6.71,-6.60,24.106,-22.208,3098.236,chirp
26.2100,4.37,-4.37,8.26,-8.01,26.780,-24.630,3097.598,chirp
26.2200,0.33,-0.33,7.85,-7.28,25.496,-23.736,3097.072,chirp
26.2300,-3.80,3.80,6.08,-5.67,22.082,-22.054,3096.810,chirp
26.2400,-7.20,7.20,2.78,-2.39,13.788,-12.650,3096.923,chirp
26.2500,-9.23,9.23,-0.55,1.26,5.711,-8.224,3097.356,chirp
26.2600,-9.47,9.47,-4.20,4.36,-5.941,11.952,3098.018,chirp
26.2700,-7.87,7.87,-4.70,6.62,-16.350,22.557,3098.691,chirp
26.2800,-4.73,4.73,-6.74,8.04,-23.394,26.585,3099.296,chirp
26.2900,-0.64,0.64,-7.52,7.88,-23.290,26.075,3099.822,chirp
26.3000,3.58,-3.58,-6.29,6.32,-22.696,23.464,3100.130,chirp
26.3100,7.10,-7.10,-4.16,3.23,-18.919,15.478,3100.107,chirp
26.3200,9.21,-9.21,-1.16,-0.37,-10.144,9.111,3099.762,chirp
26.3300,9.47,-9.47,2.42,-3.47,-2.046,-1.194,3099.177,chirp
26.3400,7.82,-7.82,4.83,-5.73,16.699,-18.682,3098.526,chirp
26.3500,4.57,-4.57,6.55,-6.65,23.248,-21.307,3097.922,chirp
26.3600,0.38,-0.38,7.28,-7.48,24.993,-22.885,3097.390,chirp
26.3700,-3.90,3.90,6.09,-6.27,21.118,-22.208,3097.038,chirp
26.3800,-7.38,7.38,3.37,-3.42,16.120,-15.973,3096.981,chirp
26.3900,-9.34,9.34,0.12,0.03,7.791,-8.035,3097.255,chirp
26.4000,-9.35,9.35,-3.39,3.71,-1.941,3.232,3097.792,chirp
26.4100,-7.40,7.40,-4.84,5.71,-16.909,20.085,3098.408,chirp
26.4200,-3.89,3.89,-6.59,7.37,-23.192,25.915,3098.975,chirp
26.4300,0.46,-0.46,-5.77,6.02,-21.132,22.599,3099.818,chirp
26.4400,4.72,-4.72,-4.00,4.23,-17.802,17.600,3099.851,chirp
26.4500,7.98,-7.98,-0.51,0.75,-8.357,9.020,3099.544,chirp
26.4600,9.53,-9.53,2.67,-2.83,-0.070,0.230,3098.967,chirp
26.4700,9.02,-9.02,4.96,-4.80,15.987,-13.530,3098.304,chirp
26.4800,6.54,-6.54,6.35,-6.45,22.096,-21.321,3097.683,chirp
26.4900,2.63,-2.63,7.37,-7.14,25.496,-21.482,3097.128,chirp
26.5000,-1.87,1.87,6.25,-6.19,20.735,-20.735,3096.701,chirp
26.5100,-5.97,5.97,2.87,-3.66,15.547,-14.968,3096.589,chirp
26.5200,-8.75,8.75,-0.98,0.13,6.032,-7.861,3096.849,chirp
26.5300,-9.59,9.59,-3.69,3.47,-7.512,5.445,3097.358,chirp
26.5400,-8.27,8.27,-5.34,5.50,-18.528,18.249,3097.945,chirp
26.5500,-5.09,5.09,-6.59,6.61,-22.857,22.703,3098.483,chirp
26.5600,-0.75,0.75,-6.98,7.22,-22.089,22.661,3098.966,chirp
26.5700,3.78,-3.78,-5.18,5.92,-19.499,20.099,3099.246,chirp
26.5800,7.45,-7.45,-2.33,3.21,-12.036,13.251,3099.161,chirp
26.5900,9.41,-9.41,1.65,-0.25,-2.751,4.922,3098.748,chirp
26.6000,9.21,-9.21,4.61,-4.04,14.375,-8.412,3098.103,chirp
26.6100,6.86,-6.86,6.35,-5.13,22.242,-16.078,3097.439,chirp
26.6200,2.90,-2.90,7.43,-6.80,26.222,-21.482,3096.859,chirp
26.6300,-1.74,1.74,7.09,-6.53,21.754,-20.581,3096.405,chirp
26.6400,-5.98,5.98,4.30,-4.66,16.336,-17.677,3096.234,chirp
26.6500,-8.82,8.82,1.23,-0.98,11.924,-8.936,3096.420,chirp
26.6600,-9.56,9.56,-3.03,2.91,-1.424,0.021,3096.889,chirp
26.6700,-8.02,8.02,-4.77,4.73,-14.626,15.142,3097.473,chirp
26.6800,-4.54,4.54,-6.95,6.55,-21.705,23.136,3097.995,chirp
26.6900,0.04,-0.04,-6.55,7.02,-21.433,23.297,3098.436,chirp
26.7000,4.62,-4.62,-5.36,5.61,-17.642,20.337,3098.729,chirp
26.7100,8.09,-8.09,-3.93,4.24,-15.862,17.977,3098.702,chirp
26.7200,9.58,-9.58,0.63,-0.66,-9.236,7.323,3098.353,chirp
26.7300,8.71,-8.71,2.36,-3.11,-0.126,-4.321,3097.781,chirp
26.7400,5.68,-5.68,4.49,-5.48,9.474,-16.741,3097.177,chirp
26.7500,1.24,-1.24,6.37,-6.25,22.473,-22.117,3096.634,chirp
26.7600,-3.53,3.53,5.41,-5.88,20.888,-18.640,3096.170,chirp
26.7700,-7.42,7.42,2.82,-3.48,15.038,-14.947,3095.860,chirp
26.7800,-9.45,9.45,-0.69,0.18,8.803,-9.585,3095.787,chirp
26.7900,-9.08,9.08,-3.77,3.16,-5.194,0.915,3095.991,chirp
26.8000,-6.40,6.40,-5.20,5.43,-18.193,18.144,3096.278,chirp
26.8100,-2.08,2.08,-6.58,7.07,-23.346,25.677,3096.506,chirp
26.8200,2.79,-2.79,-6.89,7.15,-23.827,24.442,3096.692,chirp
26.8300,6.95,-6.95,-4.95,5.27,-18.221,19.331,3096.772,chirp
26.8400,9.31,-9.31,-1.70,1.32,-11.826,12.147,3096.563,chirp
26.8500,9.25,-9.25,2.40,-2.89,-5.145,1.131,3096.055,chirp
26.8600,6.77,-6.77,4.59,-3.73,15.387,-12.364,3095.358,chirp
26.8700,2.50,-2.50,6.15,-4.93,21.677,-14.870,3094.703,chirp
26.8800,-2.44,2.44,6.91,-6.32,23.799,-17.118,3094.184,chirp
26.8900,-6.74,6.74,5.60,-4.76,21.307,-15.820,3093.854,chirp
26.9000,-9.25,9.25,1.75,-1.40,12.657,-13.348,3093.782,chirp
26.9100,-9.29,9.29,-2.40,2.63,1.417,0.370,3094.047,chirp
26.9200,-6.82,6.82,-4.32,4.38,-12.825,16.008,3094.497,chirp
26.9300,-2.50,2.50,-6.58,4.81,-21.942,16.727,3094.948,chirp
26.9400,2.51,-2.51,-4.93,4.97,-17.663,20.476,3095.645,chirp
26.9500,6.84,-6.84,-2.72,2.29,-13.181,15.324,3095.758,chirp
26.9600,9.31,-9.31,0.86,-1.86,-5.955,4.398,3095.631,chirp
26.9700,9.21,-9.21,4.43,-4.79,7.659,-13.697,3095.290,chirp
26.9800,6.57,-6.57,6.00,-6.69,19.010,-23.164,3094.911,chirp
26.9900,2.09,-2.09,7.27,-7.28,25.719,-26.599,3094.581,chirp
27.0000,-2.98,2.98,6.34,-5.70,23.408,-20.483,3094.329,chirp
27.0100,-7.22,7.22,3.39,-2.58,15.973,-16.336,3094.281,chirp
27.0200,-9.44,9.44,-0.73,1.69,9.153,-9.900,3094.519,chirp
27.0300,-8.99,8.99,-3.46,4.29,-6.004,13.034,3094.986,chirp
27.0400,-5.98,5.98,-3.83,5.97,-12.064,20.169,3095.512,chirp
27.0500,-1.26,1.26,-5.45,6.74,-17.446,22.047,3095.937,chirp
27.0600,3.84,-3.84,-4.31,4.91,-16.029,18.654,3096.202,chirp
27.0700,7.84,-7.84,-1.09,1.79,-9.697,11.519,3096.169,chirp
27.0800,9.58,-9.58,2.85,-2.36,-2.018,3.714,3095.835,chirp
27.0900,8.54,-8.54,5.31,-4.00,16.986,-10.081,3095.313,chirp
27.1000,5.00,-5.00,6.72,-5.36,23.143,-14.088,3094.865,chirp
27.1100,-0.01,0.01,6.78,-6.79,23.918,-20.148,3094.601,chirp
27.1200,-5.02,5.02,5.18,-5.52,19.199,-18.396,3094.518,chirp
27.1300,-8.56,8.56,3.58,-3.75,14.577,-14.675,3094.725,chirp
27.1400,-9.57,9.57,-1.09,-0.93,6.109,-9.592,3095.276,chirp
27.1500,-7.71,7.71,-3.49,2.89,-7.463,-0.894,3096.002,chirp
27.1600,-3.55,3.55,-5.62,5.16,-16.406,18.110,3096.759,chirp
27.1700,1.70,-1.70,-5.89,6.40,-18.801,21.160,3097.395,chirp
27.1800,6.44,-6.44,-4.56,6.11,-15.289,23.366,3097.863,chirp
27.1900,9.23,-9.23,-0.75,3.09,-9.634,16.699,3098.089,chirp
27.2000,9.22,-9.22,3.30,-1.21,0.845,6.905,3098.011,chirp
27.2100,6.38,-6.38,5.15,-3.85,16.364,-10.779,3097.697,chirp
27.2200,1.57,-1.57,7.03,-5.09,24.428,-17.223,3097.385,chirp
27.2300,-3.73,3.73,6.81,-6.19,23.241,-21.021,3097.141,chirp
27.2400,-7.88,7.88,4.19,-5.03,16.881,-18.221,3097.043,chirp
27.2500,-9.59,9.59,-0.05,-1.80,7.379,-12.497,3097.280,chirp
27.2600,-8.30,8.30,-3.87,2.18,-7.149,-4.733,3097.832,chirp
27.2700,-4.40,4.40,-5.28,4.67,-15.184,16.350,3098.445,chirp
27.2800,0.90,-0.90,-6.58,6.06,-18.738,20.874,3098.946,chirp
27.2900,5.92,-5.92,-5.09,6.12,-16.490,21.852,3099.234,chirp
27.3000,9.07,-9.07,-1.24,2.31,-9.592,13.020,3099.279,chirp
27.3100,9.33,-9.33,1.87,-1.13,-2.087,8.364,3099.054,chirp
27.3200,6.59,-6.59,4.49,-4.17,10.004,-9.718,3098.657,chirp
27.3300,1.73,-1.73,6.11,-6.10,21.488,-17.928,3098.262,chirp
27.3400,-3.70,3.70,6.67,-7.05,24.044,-23.541,3098.012,chirp
27.3500,-7.94,7.94,4.78,-5.61,17.823,-20.469,3097.921,chirp
27.3600,-9.60,9.60,1.11,-2.04,10.214,-13.844,3098.096,chirp
27.3700,-8.11,8.11,-3.17,2.31,-1.026,-4.643,3098.589,chirp
27.3800,-3.96,3.96,-4.76,4.74,-12.978,17.272,3099.204,chirp
27.3900,1.51,-1.51,-6.10,5.24,-16.720,18.361,3099.685,chirp
27.4000,6.49,-6.49,-5.01,5.61,-17.167,19.296,3099.926,chirp
27.4100,9.32,-9.32,-1.05,2.74,-9.488,14.382,3099.927,chirp
27.4200,9.04,-9.04,3.27,-1.48,0.859,8.154,3099.699,chirp
27.4300,5.72,-5.72,5.53,-3.70,17.349,-10.695,3099.326,chirp
27.4400,0.47,-0.47,7.08,-4.93,25.419,-14.779,3098.967,chirp
27.4500,-4.95,4.95,6.44,-6.16,23.283,-21.845,3098.675,chirp
27.4600,-8.70,8.70,-1.62,-0.59,4.419,-9.725,3098.551,chirp
27.4700,-9.48,9.48,-3.46,2.55,-6.444,-1.354,3098.933,chirp
27.4800,-7.02,7.02,-5.84,5.19,-16.699,15.987,3099.404,chirp
27.4900,-2.14,2.14,-6.73,6.49,-20.895,22.480,3099.736,chirp
27.5000,3.49,-3.49,-6.16,6.88,-21.789,22.298,3099.882,chirp
27.5100,7.92,-7.92,-3.49,3.40,-14.500,16.462,3099.772,chirp
27.5200,9.60,-9.60,-0.67,-0.96,-10.933,5.557,3099.352,chirp
27.5300,7.93,-7.93,4.16,-4.39,8.273,-8.845,3098.739,chirp
27.5400,3.47,-3.47,5.47,-5.97,17.886,-19.352,3098.126,chirp
27.5500,-2.21,2.21,6.32,-6.26,22.892,-19.171,3097.603,chirp
27.5600,-7.13,7.13,4.08,-3.62,18.054,-15.743,3097.220,chirp
27.5700,-9.52,9.52,-0.10,0.60,9.446,-9.879,3097.121,chirp
27.5800,-8.52,8.52,-3.66,3.82,-7.798,8.266,3097.356,chirp
27.5900,-4.47,4.47,-5.34,4.73,-14.870,16.308,3097.708,chirp
27.6000,1.19,-1.19,-6.13,6.39,-18.054,22.941,3097.961,chirp
27.6100,6.44,-6.44,-4.36,4.34,-17.593,17.984,3098.030,chirp
27.6200,9.36,-9.36,-0.30,0.13,-10.612,8.915,3097.844,chirp
27.6300,8.89,-8.89,3.65,-3.07,3.163,-1.969,3097.444,chirp
27.6400,5.17,-5.17,5.83,-5.93,17.558,-16.315,3096.982,chirp
27.6500,-0.45,0.45,7.46,-5.53,25.594,-17.795,3096.642,chirp
27.6600,-5.91,5.91,6.60,-5.33,23.953,-18.445,3096.484,chirp
27.6700,-9.20,9.20,1.68,-0.99,11.177,-9.020,3096.541,chirp
27.6800,-9.08,9.08,-1.77,1.22,3.246,-3.163,3096.860,chirp
27.6900,-5.59,5.59,-4.76,4.29,-10.137,10.109,3097.321,chirp
