t,uL,uR,uL_act,uR_act,vL,vR,heading,tag
0.0000,0.00,0.00,-5.93,-6.36,-20.204,-19.638,164.029,static
0.0100,0.00,0.00,-5.66,-4.82,-19.569,-18.284,164.091,static
0.0200,0.00,0.00,-3.96,-3.48,-14.689,-13.369,164.159,static
0.0300,0.00,0.00,-2.60,-2.36,-11.114,-9.774,164.203,static
0.0400,0.00,0.00,-1.71,-1.60,-7.756,-6.821,164.221,static
0.0500,0.00,0.00,-1.20,-1.06,-6.863,-4.964,164.213,static
0.0600,0.00,0.00,-0.75,-0.76,-4.433,-4.084,164.176,static
0.0700,0.00,0.00,-0.55,-0.63,-3.777,-3.421,164.117,static
0.0800,0.00,0.00,-0.43,-0.54,-3.449,-3.114,164.042,static
0.0900,0.00,0.00,-0.39,-0.43,-3.002,-2.527,163.962,static
0.1000,0.00,0.00,-0.37,-0.33,-2.730,-2.269,163.877,static
0.1100,0.00,0.00,-0.35,-0.28,-2.101,-2.150,163.787,static
0.1200,0.00,0.00,-0.33,-0.25,-1.850,-1.983,163.697,static
0.1300,0.00,0.00,-0.28,-0.20,-1.585,-1.738,163.604,static
0.1400,0.00,0.00,-0.32,-0.18,-1.396,-1.592,163.518,static
0.1500,0.00,0.00,-0.33,-0.16,-1.312,-1.948,163.452,static
0.1600,0.00,0.00,-0.31,-0.16,-1.738,-1.222,163.405,static
0.1700,0.00,0.00,-0.28,-0.18,-2.011,-1.152,163.369,static
0.1800,0.00,0.00,-0.23,-0.11,-1.927,-1.075,163.367,static
0.1900,0.00,0.00,-0.18,-0.02,-1.655,-1.075,163.362,static
0.2000,0.00,0.00,-0.07,0.04,-1.655,-0.949,163.346,static
0.2100,0.00,0.00,-0.01,0.06,-1.655,-0.475,163.319,static
0.2200,0.00,0.00,0.03,0.02,-1.613,-0.475,163.283,static
0.2300,0.00,0.00,0.06,-0.01,-1.522,-0.314,163.237,static
0.2400,0.00,0.00,0.05,-0.00,-1.019,-0.314,163.184,static
0.2500,0.00,0.00,0.01,0.00,-1.061,-0.314,163.126,static
0.2600,0.00,0.00,0.01,-0.01,-1.061,-0.042,163.067,static
0.2700,0.00,0.00,0.01,0.00,-1.061,0.272,163.007,static
0.2800,0.00,0.00,0.00,0.00,-1.354,0.272,162.955,static
0.2900,0.00,0.00,0.00,0.00,-1.159,0.000,162.924,static
0.3000,0.00,0.00,0.00,-0.00,-1.159,5.215,162.916,static
0.3100,0.00,0.00,0.00,-0.01,0.000,5.215,162.921,static
0.3200,0.00,0.00,0.00,0.00,0.572,5.215,162.929,static
0.3300,0.00,0.00,0.01,-0.00,0.572,5.215,162.934,static
0.3400,0.00,0.00,0.00,-0.00,0.572,5.215,162.937,static
0.3500,0.00,0.00,0.00,-0.00,0.572,5.215,162.942,static
0.3600,0.00,0.00,0.00,0.00,0.572,0.000,162.949,static
0.3700,0.00,0.00,0.00,0.00,0.572,0.000,162.957,static
0.3800,0.00,0.00,0.00,0.00,0.000,0.000,162.964,static
0.3900,0.00,0.00,0.00,0.00,0.000,0.000,162.965,static
0.4000,0.00,0.00,0.00,-0.00,0.000,0.000,162.963,static
0.4100,0.00,0.00,0.00,0.00,0.000,0.000,162.957,static
0.4200,0.00,0.00,0.00,0.00,0.000,0.000,162.952,static
0.4300,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
0.4400,0.00,0.00,0.00,0.00,0.000,0.000,162.945,static
0.4500,0.00,0.00,0.01,0.00,0.000,0.000,162.946,static
0.4600,0.00,0.00,0.00,-0.00,0.000,0.000,162.950,static
0.4700,0.00,0.00,0.01,-0.00,0.000,0.000,162.954,static
0.4800,0.00,0.00,0.00,0.00,0.000,0.000,162.954,static
0.4900,0.00,0.00,0.00,0.00,0.000,0.000,162.954,static
0.5000,0.00,0.00,0.00,0.00,0.000,0.000,162.954,static
0.5100,0.00,0.00,0.00,-0.00,0.000,0.000,162.954,static
0.5200,0.00,0.00,0.01,0.00,0.000,0.000,162.952,static
0.5300,0.00,0.00,0.00,-0.00,0.000,0.000,162.950,static
0.5400,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
0.5500,0.00,0.00,0.01,0.00,0.000,0.000,162.946,static
0.5600,0.00,0.00,0.00,0.00,0.000,0.000,162.946,static
0.5700,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
0.5800,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
0.5900,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
0.6000,0.00,0.00,0.01,0.00,0.000,0.000,162.951,static
0.6100,0.00,0.00,0.00,0.00,0.000,0.000,162.951,static
0.6200,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
0.6300,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
0.6400,0.00,0.00,0.01,-0.00,0.000,0.000,162.946,static
0.6500,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
0.6600,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
0.6700,0.00,0.00,0.01,0.00,0.000,0.000,162.950,static
0.6800,0.00,0.00,0.00,-0.00,0.000,0.000,162.950,static
0.6900,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
0.7000,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
0.7100,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
0.7200,0.00,0.00,-0.01,0.00,0.000,0.000,162.947,static
0.7300,0.00,0.00,0.00,-0.00,0.000,0.000,162.947,static
0.7400,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
0.7500,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
0.7600,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
0.7700,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
0.7800,0.00,0.00,0.00,0.00,0.000,0.000,162.950,static
0.7900,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
0.8000,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
0.8100,0.00,0.00,0.01,0.01,0.000,0.000,162.949,static
0.8200,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
0.8300,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
0.8400,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
0.8500,0.00,0.00,0.00,-0.01,0.000,0.000,162.950,static
0.8600,0.00,0.00,0.00,-0.00,0.000,0.000,162.949,static
0.8700,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
0.8800,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
0.8900,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
0.9000,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
0.9100,0.00,0.00,0.01,-0.00,0.000,0.000,162.951,static
0.9200,0.00,0.00,0.01,-0.00,0.000,0.000,162.949,static
0.9300,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
0.9400,0.00,0.00,0.00,0.01,0.000,0.000,162.948,static
0.9500,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
0.9600,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
0.9700,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
0.9800,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
0.9900,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
1.0000,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
1.0100,0.00,0.00,0.00,-0.00,0.000,0.000,162.949,static
1.0200,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.0300,0.00,0.00,0.01,0.00,0.000,0.000,162.947,static
1.0400,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.0500,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.0600,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.0700,0.00,0.00,0.01,0.00,0.000,0.000,162.950,static
1.0800,0.00,0.00,0.01,0.00,0.000,0.000,162.947,static
1.0900,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.1000,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.1100,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.1200,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.1300,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
1.1400,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.1500,0.00,0.00,0.01,0.01,0.000,0.000,162.948,static
1.1600,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.1700,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.1800,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
1.1900,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.2000,0.00,0.00,0.01,0.00,0.000,0.000,162.947,static
1.2100,0.00,0.00,-0.00,0.00,0.000,0.000,162.949,static
1.2200,0.00,0.00,0.00,-0.00,0.000,0.000,162.949,static
1.2300,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.2400,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.2500,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.2600,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.2700,0.00,0.00,0.01,0.00,0.000,0.000,162.947,static
1.2800,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.2900,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.3000,0.00,0.00,0.00,-0.01,0.000,0.000,162.948,static
1.3100,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
1.3200,0.00,0.00,0.00,-0.01,0.000,0.000,162.948,static
1.3300,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
1.3400,0.00,0.00,0.01,-0.00,0.000,0.000,162.949,static
1.3500,0.00,0.00,-0.00,0.01,0.000,0.000,162.947,static
1.3600,0.00,0.00,0.01,0.01,0.000,0.000,162.948,static
1.3700,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
1.3800,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.3900,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
1.4000,0.00,0.00,0.00,-0.01,0.000,0.000,162.948,static
1.4100,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
1.4200,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.4300,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.4400,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.4500,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.4600,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
1.4700,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.4800,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.4900,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
1.5000,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.5100,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.5200,0.00,0.00,0.00,-0.00,0.000,0.000,162.949,static
1.5300,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.5400,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.5500,0.00,0.00,0.01,-0.01,0.000,0.000,162.949,static
1.5600,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.5700,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
1.5800,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.5900,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.6000,0.00,0.00,-0.00,0.00,0.000,0.000,162.949,static
1.6100,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.6200,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.6300,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.6400,0.00,0.00,0.01,0.00,0.000,0.000,162.945,static
1.6500,0.00,0.00,0.00,0.00,0.000,0.000,162.946,static
1.6600,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
1.6700,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.6800,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
1.6900,0.00,0.00,0.00,0.01,0.000,0.000,162.947,static
1.7000,0.00,0.00,0.00,0.00,0.000,0.000,162.946,static
1.7100,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.7200,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.7300,0.00,0.00,0.00,-0.00,0.000,0.000,162.947,static
1.7400,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
1.7500,0.00,0.00,0.01,0.00,0.000,0.000,162.949,static
1.7600,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.7700,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
1.7800,0.00,0.00,0.00,-0.00,0.000,0.000,162.947,static
1.7900,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
1.8000,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.8100,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
1.8200,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.8300,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.8400,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
1.8500,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.8600,0.00,0.00,0.01,-0.00,0.000,0.000,162.947,static
1.8700,0.00,0.00,0.01,0.00,0.000,0.000,162.947,static
1.8800,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
1.8900,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.9000,0.00,0.00,0.00,-0.00,0.000,0.000,162.948,static
1.9100,0.00,0.00,0.00,0.00,0.000,0.000,162.948,static
1.9200,0.00,0.00,0.00,0.00,0.000,0.000,162.947,static
1.9300,0.00,0.00,0.00,-0.00,0.000,0.000,162.949,static
1.9400,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.9500,0.00,0.00,0.01,-0.00,0.000,0.000,162.948,static
1.9600,0.00,0.00,0.01,0.00,0.000,0.000,162.947,static
1.9700,0.00,0.00,0.01,0.00,0.000,0.000,162.947,static
1.9800,0.00,0.00,0.00,0.00,0.000,0.000,162.949,static
1.9900,0.00,0.00,0.01,0.00,0.000,0.000,162.948,static
2.0000,1.20,-1.20,0.00,-0.00,0.000,0.000,162.948,multistep
2.0100,1.20,-1.20,0.01,-0.00,0.000,0.000,162.950,multistep
2.0200,1.20,-1.20,0.58,-0.76,0.000,-1.606,162.948,multistep
2.0300,1.20,-1.20,0.95,-1.01,1.676,-1.969,162.950,multistep
2.0400,1.20,-1.20,1.07,-1.09,2.702,-2.464,162.949,multistep
2.0500,1.20,-1.20,1.17,-1.17,3.658,-3.700,162.953,multistep
2.0600,1.20,-1.20,1.18,-1.14,3.930,-3.616,162.959,multistep
2.0700,1.20,-1.20,1.18,-1.12,3.868,-3.197,162.982,multistep
2.0800,1.20,-1.20,1.17,-1.11,3.721,-3.183,163.031,multistep
2.0900,1.20,-1.20,1.12,-1.12,3.644,-2.653,163.109,multistep
2.1000,1.20,-1.20,1.12,-1.12,3.547,-2.395,163.208,multistep
2.1100,1.20,-1.20,1.11,-1.08,2.793,-2.025,163.329,multistep
2.1200,1.20,-1.20,1.11,-1.08,2.395,-1.920,163.465,multistep
2.1300,1.20,-1.20,1.11,-1.08,2.290,-1.969,163.619,multistep
2.1400,1.20,-1.20,1.08,-1.08,1.983,-1.899,163.791,multistep
2.1500,1.20,-1.20,1.08,-1.08,1.752,-1.836,163.977,multistep
2.1600,1.20,-1.20,1.09,-1.07,2.059,-1.913,164.171,multistep
2.1700,1.20,-1.20,1.09,-1.08,2.039,-1.969,164.374,multistep
2.1800,1.20,-1.20,1.08,-1.08,2.032,-2.032,164.582,multistep
2.1900,1.20,-1.20,1.08,-1.08,2.185,-2.011,164.797,multistep
2.2000,1.20,-1.20,1.10,-1.08,2.297,-1.983,165.013,multistep
2.2100,1.20,-1.20,1.09,-1.08,2.332,-1.983,165.230,multistep
2.2200,1.20,-1.20,1.09,-1.07,2.388,-1.941,165.452,multistep
2.2300,1.20,-1.20,1.10,-1.08,2.513,-1.878,165.678,multistep
2.2400,1.20,-1.20,1.11,-1.08,2.639,-1.906,165.908,multistep
2.2500,1.20,-1.20,1.10,-1.08,2.576,-1.892,166.142,multistep
2.2600,1.20,-1.20,1.11,-1.08,2.632,-1.815,166.383,multistep
2.2700,1.20,-1.20,1.11,-1.08,2.779,-1.871,166.627,multistep
2.2800,1.20,-1.20,1.11,-1.08,2.862,-1.871,166.868,multistep
2.2900,1.20,-1.20,1.11,-1.07,2.911,-1.955,167.115,multistep
2.3000,1.20,-1.20,1.13,-1.08,2.939,-1.864,167.372,multistep
2.3100,1.20,-1.20,1.13,-1.08,2.974,-1.829,167.632,multistep
2.3200,1.20,-1.20,1.11,-1.08,2.932,-1.871,167.891,multistep
2.3300,1.20,-1.20,1.13,-1.08,2.904,-1.927,168.147,multistep
2.3400,1.20,-1.20,1.11,-1.08,2.981,-1.927,168.399,multistep
2.3500,1.20,-1.20,1.13,-1.08,3.023,-1.962,168.648,multistep
2.3600,1.20,-1.20,1.13,-1.08,3.100,-1.962,168.893,multistep
2.3700,1.20,-1.20,1.13,-1.07,3.218,-1.920,169.131,multistep
2.3800,1.20,-1.20,1.16,-1.08,3.246,-1.948,169.362,multistep
2.3900,1.20,-1.20,1.15,-1.08,3.135,-1.969,169.591,multistep
2.4000,1.20,-1.20,1.13,-1.08,3.100,-1.941,169.824,multistep
2.4100,1.20,-1.20,1.15,-1.08,3.128,-1.850,170.054,multistep
2.4200,1.20,-1.20,1.16,-1.07,3.204,-1.766,170.285,multistep
2.4300,1.20,-1.20,1.16,-1.07,3.288,-1.724,170.520,multistep
2.4400,1.20,-1.20,1.16,-1.07,3.414,-1.780,170.756,multistep
2.4500,1.20,-1.20,1.16,-1.08,3.365,-1.710,170.991,multistep
2.4600,1.20,-1.20,1.16,-1.07,3.246,-1.717,171.222,multistep
2.4700,1.20,-1.20,1.16,-1.07,3.281,-1.613,171.456,multistep
2.4800,1.20,-1.20,1.16,-1.07,3.323,-1.731,171.701,multistep
2.4900,1.20,-1.20,1.15,-1.08,3.274,-1.662,171.955,multistep
2.5000,1.20,-1.20,1.13,-1.07,3.225,-1.745,172.207,multistep
2.5100,1.20,-1.20,1.13,-1.08,3.135,-1.843,172.454,multistep
2.5200,1.20,-1.20,1.16,-1.07,3.156,-1.871,172.702,multistep
2.5300,1.20,-1.20,1.16,-1.08,3.183,-1.773,172.958,multistep
2.5400,1.20,-1.20,1.16,-1.08,3.302,-1.752,173.209,multistep
2.5500,1.20,-1.20,1.16,-1.08,3.351,-1.794,173.458,multistep
2.5600,1.20,-1.20,1.14,-1.08,3.176,-1.717,173.965,multistep
2.5700,1.20,-1.20,1.13,-1.07,3.170,-1.682,174.224,multistep
2.5800,1.20,-1.20,1.16,-1.08,3.253,-1.641,174.477,multistep
2.5900,1.20,-1.20,1.15,-1.08,3.218,-1.634,174.728,multistep
2.6000,1.20,-1.20,1.16,-1.07,3.295,-1.655,174.985,multistep
2.6100,1.20,-1.20,1.16,-1.07,3.309,-1.515,175.238,multistep
2.6200,1.20,-1.20,1.16,-1.07,3.323,-1.487,175.481,multistep
2.6300,1.20,-1.20,1.16,-1.07,3.260,-1.424,175.720,multistep
2.6400,1.20,-1.20,1.15,-1.07,3.211,-1.424,175.960,multistep
2.6500,1.20,-1.20,1.15,-1.07,3.183,-1.431,176.200,multistep
2.6600,1.20,-1.20,1.15,-1.06,3.211,-1.306,176.436,multistep
2.6700,1.20,-1.20,1.16,-1.07,3.253,-1.347,176.658,multistep
2.6800,1.20,-1.20,1.15,-1.07,3.156,-1.347,176.877,multistep
2.6900,1.20,-1.20,1.15,-1.07,3.100,-1.292,177.104,multistep
2.7000,1.20,-1.20,1.14,-1.07,3.037,-1.431,177.334,multistep
2.7100,1.20,-1.20,1.13,-1.07,3.044,-1.445,177.568,multistep
2.7200,1.20,-1.20,1.15,-1.07,3.044,-1.445,177.792,multistep
2.7300,1.20,-1.20,1.16,-1.07,3.023,-1.494,178.009,multistep
2.7400,1.20,-1.20,1.16,-1.07,3.051,-1.578,178.230,multistep
2.7500,1.20,-1.20,1.16,-1.07,3.079,-1.501,178.459,multistep
2.7600,1.20,-1.20,1.13,-1.07,3.086,-1.529,178.691,multistep
2.7700,1.20,-1.20,1.11,-1.07,3.044,-1.543,178.917,multistep
2.7800,1.20,-1.20,1.11,-1.08,2.981,-1.571,179.140,multistep
2.7900,1.20,-1.20,1.12,-1.08,2.974,-1.648,179.370,multistep
2.8000,1.20,-1.20,1.11,-1.07,3.079,-1.669,179.608,multistep
2.8100,1.20,-1.20,1.14,-1.07,3.058,-1.606,179.839,multistep
2.8200,1.20,-1.20,1.16,-1.07,3.037,-1.620,180.073,multistep
2.8300,1.20,-1.20,1.13,-1.08,3.079,-1.717,180.314,multistep
2.8400,1.20,-1.20,1.14,-1.08,3.044,-1.655,180.563,multistep
2.8500,1.20,-1.20,1.13,-1.07,3.058,-1.682,180.809,multistep
2.8600,1.20,-1.20,1.13,-1.07,3.044,-1.717,181.055,multistep
2.8700,1.20,-1.20,1.16,-1.08,3.030,-1.801,181.302,multistep
2.8800,1.20,-1.20,1.13,-1.07,3.016,-1.773,181.558,multistep
2.8900,1.20,-1.20,1.13,-1.07,2.932,-1.710,181.811,multistep
2.9000,1.20,-1.20,1.11,-1.08,3.009,-1.724,182.055,multistep
2.9100,1.20,-1.20,1.13,-1.07,3.030,-1.794,182.296,multistep
2.9200,1.20,-1.20,1.16,-1.07,3.093,-1.738,182.539,multistep
2.9300,1.20,-1.20,1.13,-1.08,3.086,-1.696,182.772,multistep
2.9400,1.20,-1.20,1.16,-1.07,3.072,-1.676,183.005,multistep
2.9500,1.20,-1.20,1.13,-1.08,3.051,-1.787,183.229,multistep
2.9600,1.20,-1.20,1.15,-1.08,3.051,-1.738,183.451,multistep
2.9700,1.20,-1.20,1.13,-1.07,3.044,-1.703,183.667,multistep
2.9800,1.20,-1.20,1.11,-1.07,3.016,-1.766,183.881,multistep
2.9900,1.20,-1.20,1.13,-1.07,2.967,-1.696,184.098,multistep
3.0000,0.00,0.00,1.13,-1.07,2.939,-1.599,184.324,stop
3.0100,0.00,0.00,1.15,-1.07,2.995,-1.466,184.552,stop
3.0200,0.00,0.00,0.82,-0.56,2.939,-1.389,184.772,stop
3.0300,0.00,0.00,0.56,-0.16,2.793,-1.389,184.986,stop
3.0400,0.00,0.00,0.32,-0.04,2.409,-1.389,185.178,stop
3.0500,2.40,-2.40,0.00,0.00,0.000,0.000,186.000,multistep
3.0600,2.40,-2.40,0.00,0.00,0.000,0.000,186.001,multistep
3.0700,2.40,-2.40,1.56,-0.88,1.131,-0.237,186.002,multistep
3.0800,2.40,-2.40,2.26,-2.16,7.247,-3.260,186.026,multistep
3.0900,2.40,-2.40,2.34,-2.24,7.512,-3.623,186.128,multistep
3.1000,2.40,-2.40,2.34,-2.25,5.976,-3.840,186.312,multistep
3.1100,2.40,-2.40,2.30,-2.27,4.831,-4.852,186.579,multistep
3.1200,2.40,-2.40,2.29,-2.28,4.545,-5.411,186.950,multistep
3.1300,2.40,-2.40,2.30,-2.29,4.601,-5.662,187.421,multistep
3.1400,2.40,-2.40,2.31,-2.33,5.138,-5.920,187.965,multistep
3.1500,2.40,-2.40,2.33,-2.33,5.864,-6.151,188.558,multistep
3.1600,2.40,-2.40,2.34,-2.33,6.409,-6.248,189.179,multistep
3.1700,2.40,-2.40,2.35,-2.34,6.444,-6.255,189.827,multistep
3.1800,2.40,-2.40,2.35,-2.34,6.639,-6.318,190.501,multistep
3.1900,2.40,-2.40,2.35,-2.34,7.030,-6.339,191.191,multistep
3.2000,2.40,-2.40,2.37,-2.35,7.037,-6.688,191.891,multistep
3.2100,2.40,-2.40,2.37,-2.35,7.149,-6.779,192.600,multistep
3.2200,2.40,-2.40,2.37,-2.35,7.603,-6.995,193.314,multistep
3.2300,2.40,-2.40,2.38,-2.36,7.714,-7.079,194.026,multistep
3.2400,2.40,-2.40,2.37,-2.36,7.554,-7.400,194.729,multistep
3.2500,2.40,-2.40,2.37,-2.37,7.596,-7.603,195.425,multistep
3.2600,2.40,-2.40,2.37,-2.36,7.414,-7.540,196.117,multistep
3.2700,2.40,-2.40,2.37,-2.36,7.596,-7.016,196.814,multistep
3.2800,2.40,-2.40,2.37,-2.35,7.386,-6.716,197.522,multistep
3.2900,2.40,-2.40,2.37,-2.34,7.344,-6.555,198.248,multistep
3.3000,2.40,-2.40,2.37,-2.35,7.533,-6.451,198.986,multistep
3.3100,2.40,-2.40,2.38,-2.35,7.540,-6.814,199.738,multistep
3.3200,2.40,-2.40,2.38,-2.35,7.477,-7.058,200.492,multistep
3.3300,2.40,-2.40,2.38,-2.35,7.693,-6.870,201.242,multistep
3.3400,2.40,-2.40,2.38,-2.36,7.610,-6.849,201.990,multistep
3.3500,2.40,-2.40,2.38,-2.35,7.896,-7.205,202.730,multistep
3.3600,2.40,-2.40,2.39,-2.36,8.112,-7.428,203.461,multistep
3.3700,2.40,-2.40,2.38,-2.36,7.735,-7.491,204.180,multistep
3.3800,2.40,-2.40,2.38,-2.37,7.847,-7.477,204.890,multistep
3.3900,2.40,-2.40,2.39,-2.37,7.756,-7.135,205.597,multistep
3.4000,2.40,-2.40,2.38,-2.36,7.624,-6.967,206.306,multistep
3.4100,2.40,-2.40,2.38,-2.35,7.610,-6.737,207.031,multistep
3.4200,2.40,-2.40,2.37,-2.35,7.526,-6.744,207.773,multistep
3.4300,2.40,-2.40,2.38,-2.35,7.735,-6.828,208.525,multistep
3.4400,2.40,-2.40,2.38,-2.35,7.679,-6.702,209.285,multistep
3.4500,2.40,-2.40,2.38,-2.36,7.749,-7.037,210.044,multistep
3.4600,2.40,-2.40,2.39,-2.35,7.882,-7.135,210.796,multistep
3.4700,2.40,-2.40,2.39,-2.35,8.084,-6.786,211.543,multistep
3.4800,2.40,-2.40,2.38,-2.35,8.035,-6.870,212.292,multistep
3.4900,2.40,-2.40,2.39,-2.36,8.070,-7.100,213.047,multistep
3.5000,2.40,-2.40,2.39,-2.36,8.119,-7.219,213.803,multistep
3.5100,2.40,-2.40,2.40,-2.37,8.029,-7.351,214.558,multistep
3.5200,2.40,-2.40,2.38,-2.37,7.847,-7.777,215.302,multistep
3.5300,2.40,-2.40,2.38,-2.37,7.603,-7.484,216.041,multistep
3.5400,2.40,-2.40,2.38,-2.37,7.428,-7.449,216.783,multistep
3.5500,2.40,-2.40,2.38,-2.35,7.826,-7.044,217.528,multistep
3.5600,2.40,-2.40,2.38,-2.35,7.917,-6.465,218.287,multistep
3.5700,2.40,-2.40,2.39,-2.34,7.987,-6.660,219.056,multistep
3.5800,2.40,-2.40,2.40,-2.35,8.308,-6.744,219.822,multistep
3.5900,2.40,-2.40,2.39,-2.36,8.147,-6.946,221.345,multistep
3.6000,2.40,-2.40,2.39,-2.35,8.161,-7.009,222.100,multistep
3.6100,2.40,-2.40,2.39,-2.36,8.322,-7.044,222.858,multistep
3.6200,2.40,-2.40,2.40,-2.36,8.385,-7.184,223.616,multistep
3.6300,2.40,-2.40,2.40,-2.36,8.042,-7.337,224.367,multistep
3.6400,2.40,-2.40,2.39,-2.36,7.735,-7.254,225.101,multistep
3.6500,2.40,-2.40,2.38,-2.37,7.693,-7.547,225.820,multistep
3.6600,2.40,-2.40,2.37,-2.36,7.470,-7.330,226.525,multistep
3.6700,2.40,-2.40,2.38,-2.36,7.707,-6.863,227.221,multistep
3.6800,2.40,-2.40,2.38,-2.35,7.756,-6.409,227.923,multistep
3.6900,2.40,-2.40,2.38,-2.34,8.042,-6.095,228.638,multistep
