t_ms,path_len_m,est_x_in,est_y_in,est_theta_deg,est_lat_in,mpc_x_m,mpc_y_m,mpc_th_rad,mpc_vy_mps,mpc_s_m,s_proj_m,s_err_clamped_m,s_after_int_m,u_v_mps,u_w_rads,u_vs_mps,solve_status,solve_ms,sqp_iter,kkt,ref_x_m,ref_y_m,ref_th_rad,meas_v_ins,meas_w_rads,cmd_v_mps,cmd_w_rads
6215,1.398873,-3.3924,32.7540,54.7027,0.0000,-0.083899,0.833575,0.949247,0.000000,1.211369,1.211369,0.000000,1.211369,0.859635,-2.839703,1.200000,0,1.0000,1,0.000000,-0.188336,1.017618,0.526294,10.978138,-0.549492,0.859635,-2.839703
6225,1.398873,-3.2991,32.8196,55.0305,0.0000,-0.081429,0.835296,0.954672,0.000000,1.213247,1.213247,0.000000,1.213247,0.833453,-2.939703,1.200000,0,1.0000,1,0.000000,-0.187393,1.019243,0.525853,11.424333,-0.579242,0.833453,-2.939703
6235,1.398873,-3.2023,32.8868,55.4351,0.0000,-0.078878,0.837042,0.961667,0.000000,1.213754,1.213754,0.000000,1.213754,0.803742,-3.039703,1.200000,0,1.0000,1,0.000000,-0.187139,1.019681,0.525735,11.809173,-0.585785,0.803742,-3.039703
6245,1.398873,-3.1022,32.9552,55.8946,0.0000,-0.076254,0.838807,0.969060,0.000000,1.213891,1.213891,0.000000,1.213891,0.770286,-3.139703,1.200000,0,1.0000,1,0.000000,-0.187070,1.019800,0.525703,12.140556,-0.648492,0.770286,-3.139703
6255,1.398873,-2.9991,33.0244,56.3793,0.0000,-0.073561,0.840587,0.976980,0.000000,1.220778,1.220778,0.000000,1.220778,0.734138,-3.239703,1.200000,0,1.0000,1,0.000000,-0.183619,1.025759,0.524132,12.425521,-0.702506,0.734138,-3.239703
6265,1.398873,-2.8934,33.0940,56.8703,0.0000,-0.070811,0.842367,0.985097,0.000000,1.222569,1.222569,0.000000,1.222569,0.694234,-3.339703,1.200000,0,1.0000,1,0.000000,-0.182723,1.027310,0.523734,12.670289,-0.747671,0.694234,-3.339703
6275,1.398873,-2.7854,33.1639,57.3312,0.0000,-0.068010,0.844150,0.992706,0.000000,1.223034,1.223034,0.000000,1.223034,0.650357,-3.439703,1.200000,0,1.0000,1,0.000000,-0.182490,1.027713,0.523631,12.880329,-0.791215,0.650357,-3.439703
6285,1.398873,-2.6753,33.2339,57.7652,0.0000,-0.065162,0.845934,0.999645,0.000000,1.223155,1.223155,0.000000,1.223155,0.602497,-3.539703,1.200000,0,1.0000,1,0.000000,-0.182430,1.027818,0.523605,13.060422,-0.854729,0.602497,-3.539703
6295,1.398873,-2.5635,33.3038,58.1588,0.0000,-0.062277,0.847712,1.006590,0.000000,1.229944,1.229944,0.000000,1.229944,0.551708,-3.639703,1.200000,0,1.0000,1,0.000000,-0.179039,1.033699,0.522139,13.214731,-0.847285,0.551708,-3.639703
6305,1.398873,-2.4502,33.3738,58.4627,0.0000,-0.059361,0.849491,1.012211,0.000000,1.231641,1.231641,0.000000,1.231641,0.497293,-3.739703,1.200000,0,1.0000,1,0.000000,-0.178193,1.035171,0.521782,13.346870,-0.815595,0.497293,-3.739703
6315,1.398873,-2.3356,33.4438,58.6645,0.0000,-0.056419,0.851275,1.015595,0.000000,1.232065,1.232065,0.000000,1.232065,0.439451,-3.839703,1.200000,0,1.0000,1,0.000000,-0.177982,1.035538,0.521694,13.459970,-0.829380,0.439451,-3.839703
6325,1.398873,-2.2275,33.5095,58.8005,0.0000,-0.053860,0.852858,1.007808,0.000000,1.238839,1.238839,0.000000,1.238839,0.381871,-3.939703,1.200000,0,1.0000,1,0.000000,-0.174610,1.041414,0.520311,12.663279,-1.845431,0.381871,-3.939703
6335,1.398873,-2.1367,33.5643,58.9208,0.0000,-0.051982,0.853965,1.012464,0.000000,1.240465,1.240465,0.000000,1.240465,0.321248,-4.039703,1.200000,0,1.0000,1,0.000000,-0.173802,1.042825,0.519988,10.631973,-1.589847,0.321248,-4.039703
6345,1.398873,-2.0627,33.6089,59.0030,0.0000,-0.050523,0.854824,1.015904,0.000000,1.240855,1.240855,0.000000,1.240855,0.257815,-4.139703,1.200000,0,1.0000,1,0.000000,-0.173608,1.043163,0.519911,8.655290,-1.389314,0.257815,-4.139703
6355,1.398873,-2.0051,33.6435,59.0463,0.0000,-0.049473,0.855441,1.018189,0.000000,1.240949,1.240949,0.000000,1.240949,0.191947,-4.239703,1.200000,0,1.0000,1,0.000000,-0.173562,1.043244,0.519892,6.731904,-1.236370,0.191947,-4.239703
6365,1.398873,-1.9635,33.6684,59.0337,0.0000,-0.048820,0.855825,1.019122,0.000000,1.240972,1.240972,0.000000,1.240972,0.124113,-4.339703,1.200000,0,1.0000,1,0.000000,-0.173550,1.043264,0.519888,4.860378,-1.121005,0.124113,-4.339703
6375,1.398873,-1.9375,33.6840,58.9729,0.0000,-0.048555,0.855979,1.019070,0.000000,1.240977,1.240977,0.000000,1.240977,0.054719,-4.439703,1.200000,0,1.0000,1,0.000000,-0.173548,1.043269,0.519887,3.039315,-1.020147,0.054719,-4.439703
6385,1.398873,-1.9266,33.6906,58.7544,0.0000,-0.048662,0.855911,1.015794,0.000000,1.240978,1.240978,0.000000,1.240978,-0.015211,-4.539703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519887,1.267353,-0.966266,-0.015211,-4.539703
6395,1.398873,-1.9305,33.6882,58.3811,0.0000,-0.049134,0.855618,1.009731,0.000000,1.240979,1.240979,0.000000,1.240979,-0.084695,-4.639703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-0.456832,-0.921224,-0.084695,-4.639703
6405,1.398873,-1.9483,33.6772,57.9218,0.0000,-0.049933,0.855114,1.002130,0.000000,1.240979,1.240979,0.000000,1.240979,-0.153061,-4.739703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-2.085339,-0.879613,-0.153061,-4.739703
6415,1.398873,-1.9784,33.6582,57.3636,0.0000,-0.051012,0.854423,0.992738,0.000000,1.240979,1.240979,0.000000,1.240979,-0.219544,-4.839703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-3.569615,-0.844571,-0.219544,-4.839703
6425,1.398873,-2.0195,33.6315,56.7099,0.0000,-0.052333,0.853547,0.981757,0.000000,1.240979,1.240979,0.000000,1.240979,-0.283414,-4.939703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-4.911452,-0.801800,-0.283414,-4.939703
6435,1.398873,-2.0704,33.5976,55.9776,0.0000,-0.053868,0.852501,0.969383,0.000000,1.240979,1.240979,0.000000,1.240979,-0.343984,-5.039703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-6.111633,-0.761042,-0.343984,-5.039703
6445,1.398873,-2.1295,33.5570,55.1252,0.0000,-0.055577,0.851296,0.954622,0.000000,1.240979,1.240979,0.000000,1.240979,-0.400240,-5.139703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-7.176353,-0.749374,-0.400240,-5.139703
6455,1.398873,-2.1956,33.5101,54.1238,0.0000,-0.057429,0.849936,0.937248,0.000000,1.240979,1.240979,0.000000,1.240979,-0.451064,-5.239703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-8.114635,-0.738961,-0.451064,-5.239703
6465,1.398873,-2.2632,33.4602,53.0047,0.0000,-0.059167,0.848573,0.906997,0.000000,1.240979,1.240979,0.000000,1.240979,-0.491991,-5.339703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-8.410636,-1.811019,-0.491991,-5.339703
6475,1.398873,-2.3324,33.4069,51.7670,0.0000,-0.060950,0.847110,0.875700,0.000000,1.240979,1.240979,0.000000,1.240979,-0.522367,-5.439703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-8.755911,-2.780496,-0.522367,-5.439703
6485,1.398873,-2.4097,33.3446,50.5130,0.0000,-0.063096,0.845278,0.845925,0.000000,1.240979,1.240979,0.000000,1.240979,-0.542299,-5.539703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-9.942067,-3.569263,-0.542299,-5.539703
6495,1.398873,-2.4989,33.2698,49.5545,0.0000,-0.065650,0.843044,0.825581,0.000000,1.240979,1.240979,0.000000,1.240979,-0.554714,-5.639703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-11.659976,-3.930822,-0.554714,-5.639703
6505,1.398873,-2.5974,33.1847,48.8072,0.0000,-0.068368,0.840606,0.808302,0.000000,1.240979,1.240979,0.000000,1.240979,-0.560530,-5.739703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-13.031244,-4.354445,-0.560530,-5.739703
6515,1.398873,-2.6986,33.0951,48.1412,0.0000,-0.070995,0.838201,0.792578,0.000000,1.240979,1.240979,0.000000,1.240979,-0.560332,-5.839703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-13.542004,-4.764471,-0.560332,-5.839703
6525,1.398873,-2.7904,33.0118,47.4359,0.0000,-0.073086,0.836255,0.777324,0.000000,1.240979,1.240979,0.000000,1.240979,-0.554638,-5.939703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-12.403989,-5.058890,-0.554638,-5.939703
6535,1.398873,-2.8745,32.9337,46.7586,0.0000,-0.075032,0.834405,0.763505,0.000000,1.240979,1.240979,0.000000,1.240979,-0.544062,-6.039703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-11.502210,-5.258626,-0.544062,-6.039703
6545,1.398873,-2.9573,32.8550,46.2005,0.0000,-0.077102,0.832397,0.752551,0.000000,1.240979,1.240979,0.000000,1.240979,-0.529569,-6.139703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-11.440950,-5.379910,-0.529569,-6.139703
6555,1.398873,-3.0250,32.7895,45.6823,0.0000,-0.078482,0.831110,0.756900,0.000000,1.240979,1.240979,0.000000,1.240979,-0.517342,-6.239703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-9.442454,-4.040670,-0.517342,-6.239703
6565,1.398873,-3.0783,32.7370,45.1307,0.0000,-0.079491,0.830130,0.752960,0.000000,1.240979,1.240979,0.000000,1.240979,-0.504534,-6.339703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-7.497843,-3.471928,-0.504534,-6.339703
6575,1.398873,-3.1357,32.6792,44.4859,0.0000,-0.081032,0.828512,0.732285,0.000000,1.240979,1.240979,0.000000,1.240979,-0.484397,-6.439703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-8.158102,-4.413982,-0.484397,-6.439703
6585,1.398873,-3.1947,32.6184,43.7675,0.0000,-0.082561,0.826875,0.714444,0.000000,1.240979,1.240979,0.000000,1.240979,-0.458031,-6.539703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-8.499558,-4.944190,-0.458031,-6.539703
6595,1.398873,-3.2399,32.5705,42.9051,0.0000,-0.083379,0.826022,0.707754,0.000000,1.240979,1.240979,0.000000,1.240979,-0.430276,-6.639703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-6.580371,-4.108160,-0.430276,-6.639703
6605,1.398873,-3.2774,32.5293,41.8729,0.0000,-0.084146,0.825143,0.684117,0.000000,1.240979,1.240979,0.000000,1.240979,-0.383137,-6.739703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-5.597408,-4.670258,-0.383137,-6.739703
6615,1.398873,-3.3121,32.4900,40.8953,0.0000,-0.084946,0.824196,0.662046,0.000000,1.240979,1.240979,0.000000,1.240979,-0.315881,-6.839703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-5.244377,-5.171219,-0.315881,-6.839703
6625,1.398873,-3.3530,32.4420,39.9246,0.0000,-0.086146,0.822751,0.655186,0.000000,1.240979,1.240979,0.000000,1.240979,-0.249948,-6.939703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-6.328985,-4.163083,-0.249948,-6.939703
6635,1.398873,-3.3998,32.3851,38.9707,0.0000,-0.087481,0.821086,0.645721,0.000000,1.240979,1.240979,0.000000,1.240979,-0.184386,-7.039703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-7.375065,-3.444656,-0.184386,-7.039703
6645,1.398873,-3.4437,32.3300,38.1511,0.0000,-0.088524,0.819728,0.627045,0.000000,1.240979,1.240979,0.000000,1.240979,-0.116565,-7.139703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-7.063344,-3.881743,-0.116565,-7.139703
6655,1.398873,-3.4755,32.2891,37.4132,0.0000,-0.089042,0.819071,0.620388,0.000000,1.240979,1.240979,0.000000,1.240979,-0.051882,-7.239703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-5.182807,-3.259608,-0.051882,-7.239703
6665,1.398873,-3.4956,32.2624,36.8653,0.0000,-0.089281,0.818771,0.616015,0.000000,1.240979,1.240979,0.000000,1.240979,0.008878,-7.339703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-3.353048,-2.740669,0.008878,-7.339703
6675,1.398873,-3.5050,32.2498,36.5050,0.0000,-0.089258,0.818818,0.613808,0.000000,1.240979,1.240979,0.000000,1.240979,0.065221,-7.439703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,-1.572627,-2.332397,0.065221,-7.439703
6685,1.398873,-3.5040,32.2511,36.2103,0.0000,-0.088979,0.819212,0.611861,0.000000,1.240979,1.240979,0.000000,1.240979,0.117336,-7.539703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,0.159789,-2.012735,0.117336,-7.539703
6695,1.398873,-3.4934,32.2657,36.0222,0.0000,-0.088468,0.819927,0.610678,0.000000,1.240979,1.240979,0.000000,1.240979,0.165297,-7.639703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,1.813066,-1.802699,0.165297,-7.639703
6705,1.398873,-3.4739,32.2925,36.0171,0.0000,-0.087752,0.820921,0.612457,0.000000,1.240979,1.240979,0.000000,1.240979,0.208713,-7.539703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,3.321701,-1.615876,0.208713,-7.539703
6715,1.398873,-3.4464,32.3304,36.0466,0.0000,-0.086851,0.822164,0.614959,0.000000,1.240979,1.240979,0.000000,1.240979,0.247825,-7.439703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,4.688481,-1.417348,0.247825,-7.439703
6725,1.398873,-3.4116,32.3781,36.0633,0.0000,-0.085786,0.823629,0.616984,0.000000,1.240979,1.240979,0.000000,1.240979,0.283115,-7.339703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,5.912942,-1.243913,0.283115,-7.339703
6735,1.398873,-3.3705,32.4346,35.9600,0.0000,-0.084583,0.825291,0.616507,0.000000,1.240979,1.240979,0.000000,1.240979,0.315404,-7.239703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,7.000624,-1.111237,0.315404,-7.239703
6745,1.398873,-3.3240,32.4992,35.7273,0.0000,-0.083266,0.827132,0.613513,0.000000,1.240979,1.240979,0.000000,1.240979,0.345382,-7.139703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,7.960156,-1.004583,0.345382,-7.139703
6755,1.398873,-3.2730,32.5705,35.3789,0.0000,-0.081856,0.829127,0.608294,0.000000,1.240979,1.240979,0.000000,1.240979,0.373581,-7.039703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,8.801913,-0.918466,0.373581,-7.039703
6765,1.398873,-3.2182,32.6484,34.8763,0.0000,-0.080374,0.831268,0.600189,0.000000,1.240979,1.240979,0.000000,1.240979,0.400563,-6.939703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,9.536989,-0.851741,0.400563,-6.939703
6775,1.398873,-3.1606,32.7321,34.1977,0.0000,-0.078843,0.833545,0.588721,0.000000,1.240979,1.240979,0.000000,1.240979,0.426875,-6.839703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,10.176509,-0.814081,0.426875,-6.839703
6785,1.398873,-3.1011,32.8211,33.2661,0.0000,-0.077291,0.835948,0.572678,0.000000,1.240979,1.240979,0.000000,1.240979,0.453158,-6.739703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,10.731183,-0.792491,0.453158,-6.739703
6795,1.398873,-3.0406,32.9153,32.1678,0.0000,-0.075734,0.838470,0.553844,0.000000,1.240979,1.240979,0.000000,1.240979,0.479652,-6.639703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,11.211041,-0.759027,0.479652,-6.639703
6805,1.398873,-2.9798,33.0141,31.0793,0.0000,-0.074181,0.841097,0.535184,0.000000,1.240979,1.240979,0.000000,1.240979,0.506119,-6.539703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,11.625295,-0.725157,0.506119,-6.539703
6815,1.398873,-2.9190,33.1170,30.0651,0.0000,-0.072636,0.843816,0.517713,0.000000,1.240979,1.240979,0.000000,1.240979,0.532221,-6.439703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,11.982281,-0.702140,0.532221,-6.439703
6825,1.398873,-2.8581,33.2235,29.4518,0.0000,-0.071080,0.846606,0.507021,0.000000,1.240979,1.240979,0.000000,1.240979,0.556985,-6.339703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,12.289460,-0.700959,0.556985,-6.339703
6835,1.398873,-2.7971,33.3331,28.7715,0.0000,-0.069531,0.849466,0.495150,0.000000,1.240979,1.240979,0.000000,1.240979,0.580600,-6.239703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,12.553453,-0.700632,0.580600,-6.239703
6845,1.398873,-2.7359,33.4451,28.5385,0.0000,-0.067960,0.852369,0.491170,0.000000,1.240979,1.240979,0.000000,1.240979,0.602192,-6.139703,1.200000,0,1.0000,1,0.000000,-0.173547,1.043270,0.519886,12.780093,-0.692093,0.602192,-6.139703
6855,1.398873,-2.6741,33.5590,28.3630,0.0000,-0.066377,0.855310,0.488084,0.000000,1.247558,1.247558,0.000000,1.247558,0.622295,-6.039703,1.200000,0,1.0000,1,0.000000,-0.170282,1.048982,0.518619,12.974494,-0.694255,0.622295,-6.039703
6865,1.398873,-2.6119,33.6746,28.1968,0.0000,-0.064787,0.858288,0.485095,0.000000,1.249071,1.249071,0.000000,1.249071,0.640675,-5.939703,1.200000,0,1.0000,1,0.000000,-0.169532,1.050296,0.518336,13.141117,-0.703226,0.640675,-5.939703
6875,1.398873,-2.5494,33.7916,28.0937,0.0000,-0.063186,0.861295,0.483159,0.000000,1.249419,1.249419,0.000000,1.249419,0.657290,-5.839703,1.200000,0,1.0000,1,0.000000,-0.169360,1.050599,0.518271,13.283841,-0.716845,0.657290,-5.839703
6885,1.398873,-2.4864,33.9097,28.0367,0.0000,-0.061575,0.864324,0.482109,0.000000,1.255993,1.255993,0.000000,1.255993,0.672585,-5.739703,1.200000,0,1.0000,1,0.000000,-0.166107,1.056312,0.517076,13.406029,-0.722403,0.672585,-5.739703
6895,1.398873,-2.4230,34.0288,28.0060,0.0000,-0.059956,0.867372,0.481413,0.000000,1.257440,1.257440,0.000000,1.257440,0.686329,-5.639703,1.200000,0,1.0000,1,0.000000,-0.165392,1.057569,0.516821,13.510588,-0.738347,0.686329,-5.639703
6905,1.398873,-2.3593,34.1487,27.9468,0.0000,-0.058331,0.870441,0.480138,0.000000,1.264172,1.264172,0.000000,1.264172,0.698989,-5.539703,1.200000,0,1.0000,1,0.000000,-0.162068,1.063424,0.515668,13.600028,-0.762541,0.698989,-5.539703
6915,1.398873,-2.2953,34.2694,27.9188,0.0000,-0.056699,0.873525,0.479512,0.000000,1.265586,1.265586,0.000000,1.265586,0.710304,-5.439703,1.200000,0,1.0000,1,0.000000,-0.161371,1.064654,0.515433,13.676508,-0.776261,0.710304,-5.439703
6925,1.398873,-2.2311,34.3906,27.8994,0.0000,-0.055061,0.876620,0.479059,0.000000,1.265883,1.265883,0.000000,1.265883,0.720305,-5.339703,1.200000,0,1.0000,1,0.000000,-0.161225,1.064913,0.515384,13.741890,-0.787722,0.720305,-5.339703
6935,1.398873,-2.1592,34.5266,27.8665,0.0000,-0.053069,0.880460,0.470842,0.000000,1.272275,1.272275,0.000000,1.272275,0.729876,-5.239703,1.200000,0,1.0000,1,0.000000,-0.158077,1.070476,0.514357,15.396575,-1.551985,0.729876,-5.239703
6945,1.398873,-2.0972,34.6439,27.8503,0.0000,-0.051736,0.882963,0.471310,0.000000,1.273554,1.273554,0.000000,1.273554,0.738385,-5.139703,1.200000,0,1.0000,1,0.000000,-0.157449,1.071589,0.514158,13.291716,-1.476934,0.738385,-5.139703
6955,1.398873,-2.0426,34.7472,27.8519,0.0000,-0.050533,0.885225,0.471320,0.000000,1.280063,1.280063,0.000000,1.280063,0.746241,-5.039703,1.200000,0,1.0000,1,0.000000,-0.154250,1.077258,0.513176,11.697659,-1.478789,0.746241,-5.039703
6965,1.398873,-1.9907,34.8455,27.8544,0.0000,-0.049277,0.887595,0.471760,0.000000,1.281299,1.281299,0.000000,1.281299,0.753189,-4.939703,1.200000,0,1.0000,1,0.000000,-0.153643,1.078336,0.512995,11.133539,-1.439095,0.753189,-4.939703
6975,1.398873,-1.9480,34.9263,27.8723,0.0000,-0.048415,0.889193,0.475600,0.000000,1.281534,1.281534,0.000000,1.281534,0.759158,-4.839703,1.200000,0,1.0000,1,0.000000,-0.153528,1.078540,0.512961,9.143332,-1.086331,0.759158,-4.839703
6985,1.398873,-1.9143,34.9898,27.9130,0.0000,-0.047779,0.890366,0.479673,0.000000,1.281579,1.281579,0.000000,1.281579,0.764280,-4.739703,1.200000,0,1.0000,1,0.000000,-0.153506,1.078579,0.512955,7.206787,-0.750178,0.764280,-4.739703
6995,1.398873,-1.8866,35.0422,27.9661,0.0000,-0.047220,0.891409,0.481260,0.000000,1.287760,1.287760,0.000000,1.287760,0.769082,-4.639703,1.200000,0,1.0000,1,0.000000,-0.150475,1.083966,0.512084,5.937410,-0.684100,0.769082,-4.639703
7005,1.398873,-1.8604,35.0914,27.9862,0.0000,-0.046596,0.892580,0.481967,0.000000,1.288873,1.288873,0.000000,1.288873,0.773416,-4.539703,1.200000,0,1.0000,1,0.000000,-0.149930,1.084936,0.511932,5.587862,-0.648518,0.773416,-4.539703
7015,1.398873,-1.8340,35.1411,27.9873,0.0000,-0.045920,0.893853,0.481872,0.000000,1.289073,1.289073,0.000000,1.289073,0.777307,-4.439703,1.200000,0,1.0000,1,0.000000,-0.149832,1.085111,0.511905,5.638875,-0.659839,0.777307,-4.439703
7025,1.398873,-1.8089,35.1883,28.0027,0.0000,-0.045316,0.894985,0.482543,0.000000,1.289109,1.289109,0.000000,1.289109,0.780747,-4.339703,1.200000,0,1.0000,1,0.000000,-0.149814,1.085142,0.511900,5.345986,-0.619595,0.780747,-4.339703
7035,1.398873,-1.7924,35.2193,28.0091,0.0000,-0.045111,0.895359,0.485150,0.000000,1.289116,1.289116,0.000000,1.289116,0.783779,-4.239703,1.200000,0,1.0000,1,0.000000,-0.149811,1.085148,0.511899,3.511829,-0.370119,0.783779,-4.239703
7045,1.398873,-1.7781,35.2462,28.0082,0.0000,-0.044802,0.895939,0.485923,0.000000,1.289117,1.289117,0.000000,1.289117,0.786513,-4.139703,1.200000,0,1.0000,1,0.000000,-0.149810,1.085149,0.511899,3.052777,-0.291217,0.786513,-4.139703
7055,1.398873,-1.7644,35.2720,28.0067,0.0000,-0.044469,0.896565,0.486182,0.000000,1.289117,1.289117,0.000000,1.289117,0.788991,-4.039703,1.200000,0,1.0000,1,0.000000,-0.149810,1.085149,0.511899,2.921270,-0.262735,0.788991,-4.039703
7065,1.398873,-1.7518,35.2959,28.0056,0.0000,-0.044176,0.897119,0.486392,0.000000,1.289117,1.289117,0.000000,1.289117,0.791244,-3.939703,1.200000,0,1.0000,1,0.000000,-0.149810,1.085149,0.511899,2.690072,-0.239781,0.791244,-3.939703
7075,1.398873,-1.7402,35.3175,28.0003,0.0000,-0.043910,0.897615,0.486653,0.000000,1.289117,1.289117,0.000000,1.289117,0.793290,-3.839703,1.200000,0,1.0000,1,0.000000,-0.149810,1.085149,0.511899,2.449501,-0.204453,0.793290,-3.839703
7085,1.398873,-1.7296,35.3374,28.0188,0.0000,-0.043666,0.898074,0.487326,0.000000,1.295215,1.295215,0.000000,1.295215,0.795334,-3.739703,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,2.245426,-0.169384,0.795334,-3.739703
7095,1.398873,-1.7212,35.3533,28.0618,0.0000,-0.043501,0.898381,0.488693,0.000000,1.295215,1.295215,0.000000,1.295215,0.797142,-3.639703,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,1.816568,-0.107849,0.797142,-3.639703
7105,1.398873,-1.7148,35.3653,28.0993,0.0000,-0.043394,0.898580,0.490027,0.000000,1.295215,1.295215,0.000000,1.295215,0.798748,-3.539703,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,1.350203,-0.039856,0.798748,-3.539703
7115,1.398873,-1.7097,35.3748,28.1166,0.0000,-0.043298,0.898759,0.490744,0.000000,1.295215,1.295215,0.000000,1.295215,0.800210,-3.439703,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,1.072158,0.001755,0.800210,-3.439703
7125,1.398873,-1.7071,35.3797,28.1095,0.0000,-0.043292,0.898771,0.489871,0.000000,1.295215,1.295215,0.000000,1.295215,0.801683,-3.411964,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.566322,-0.073208,0.801683,-3.411964
7135,1.398873,-1.7068,35.3802,28.0880,0.0000,-0.043346,0.898669,0.490165,0.000000,1.295215,1.295215,0.000000,1.295215,0.803105,-3.402226,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.057276,-0.006339,0.803105,-3.402226
7145,1.398873,-1.7068,35.3802,28.0684,0.0000,-0.043352,0.898658,0.489856,0.000000,1.295215,1.295215,0.000000,1.295215,0.804503,-3.392653,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.001998,-0.003011,0.804503,-3.392653
7155,1.398873,-1.7068,35.3802,28.0694,0.0000,-0.043353,0.898655,0.489913,0.000000,1.295215,1.295215,0.000000,1.295215,0.805850,-3.383430,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.002241,0.001009,0.805850,-3.383430
7165,1.398873,-1.7064,35.3809,28.0855,0.0000,-0.043334,0.898691,0.490113,0.000000,1.295215,1.295215,0.000000,1.295215,0.807130,-3.374666,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.069596,-0.007116,0.807130,-3.374666
7175,1.398873,-1.7064,35.3809,28.0988,0.0000,-0.043343,0.898674,0.490476,0.000000,1.295215,1.295215,0.000000,1.295215,0.808345,-3.366349,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.004198,0.006001,0.808345,-3.366349
7185,1.398873,-1.7064,35.3808,28.1123,0.0000,-0.043345,0.898671,0.490699,0.000000,1.295215,1.295215,0.000000,1.295215,0.809504,-3.358414,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.011969,0.004682,0.809504,-3.358414
7195,1.398873,-1.7060,35.3818,28.1111,0.0000,-0.043319,0.898720,0.490455,0.000000,1.295215,1.295215,0.000000,1.295215,0.810631,-3.350698,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.104599,-0.017613,0.810631,-3.350698
