t_ms,path_len_m,est_x_in,est_y_in,est_theta_deg,est_lat_in,mpc_x_m,mpc_y_m,mpc_th_rad,mpc_vy_mps,mpc_s_m,s_proj_m,s_err_clamped_m,s_after_int_m,u_v_mps,u_w_rads,u_vs_mps,solve_status,solve_ms,sqp_iter,kkt,ref_x_m,ref_y_m,ref_th_rad,meas_v_ins,meas_w_rads,cmd_v_mps,cmd_w_rads
4035,1.398873,-21.5477,19.0495,56.3608,0.0000,-0.544331,0.485854,0.980489,0.000000,0.699679,0.699679,0.000000,0.699679,1.213531,-0.592053,1.200000,0,1.0000,1,0.000000,-0.498731,0.613930,0.865409,14.124732,-0.319265,1.213531,-0.592053
4045,1.398873,-21.4304,19.1278,56.2002,0.0000,-0.541358,0.487852,0.977094,0.000000,0.699679,0.699679,0.000000,0.699679,1.213446,-0.592634,1.200000,0,1.0000,1,0.000000,-0.498731,0.613930,0.865409,14.124733,-0.378347,1.213446,-0.592634
4055,1.398873,-21.3133,19.2064,56.0439,0.0000,-0.538388,0.489856,0.975222,0.000000,0.699679,0.699679,0.000000,0.699679,1.213225,-0.594148,1.200000,0,1.0000,1,0.000000,-0.498731,0.613930,0.865409,14.124734,-0.292949,1.213225,-0.594148
4065,1.398873,-21.1964,19.2854,55.8928,0.0000,-0.535423,0.491868,0.972860,0.000000,0.709679,0.709679,0.000000,0.709679,1.213237,-0.594063,1.200000,0,1.0000,1,0.000000,-0.491156,0.620458,0.853808,14.124735,-0.265309,1.213237,-0.594063
4075,1.398873,-21.0796,19.3646,55.7352,0.0000,-0.532464,0.493890,0.969901,0.000000,0.709679,0.709679,0.000000,0.709679,1.213132,-0.594780,1.200000,0,1.0000,1,0.000000,-0.491156,0.620458,0.853808,14.124736,-0.286125,1.213132,-0.594780
4085,1.398873,-20.9632,19.4442,55.5726,0.0000,-0.529514,0.495921,0.966481,0.000000,0.709679,0.709679,0.000000,0.709679,1.212926,-0.596191,1.200000,0,1.0000,1,0.000000,-0.491156,0.620458,0.853808,14.124736,-0.344337,1.212926,-0.596191
4095,1.398873,-20.8471,19.5241,55.3919,0.0000,-0.526569,0.497957,0.963942,0.000000,0.719679,0.719679,0.000000,0.719679,1.212959,-0.595969,1.200000,0,1.0000,1,0.000000,-0.483655,0.627072,0.842415,14.124737,-0.282865,1.212959,-0.595969
4105,1.398873,-20.7311,19.6044,55.2174,0.0000,-0.523628,0.500006,0.960882,0.000000,0.719679,0.719679,0.000000,0.719679,1.212874,-0.596547,1.200000,0,1.0000,1,0.000000,-0.483655,0.627072,0.842415,14.124738,-0.284299,1.212874,-0.596547
4115,1.398873,-20.6153,19.6851,55.0539,0.0000,-0.520693,0.502064,0.957811,0.000000,0.719679,0.719679,0.000000,0.719679,1.212679,-0.597885,1.200000,0,1.0000,1,0.000000,-0.483655,0.627072,0.842415,14.124738,-0.306072,1.212679,-0.597885
4125,1.398873,-20.4997,19.7661,54.8965,0.0000,-0.517766,0.504132,0.954506,0.000000,0.729679,0.729679,0.000000,0.729679,1.212740,-0.597468,1.200000,0,1.0000,1,0.000000,-0.476230,0.633770,0.831233,14.124738,-0.361910,1.212740,-0.597468
4135,1.398873,-20.3845,19.8474,54.6475,0.0000,-0.514846,0.506210,0.950666,0.000000,0.729679,0.729679,0.000000,0.729679,1.212699,-0.597749,1.200000,0,1.0000,1,0.000000,-0.476230,0.633770,0.831233,14.124739,-0.311231,1.212699,-0.597749
4145,1.398873,-20.2697,19.9293,54.3534,0.0000,-0.511942,0.508305,0.945263,0.000000,0.729679,0.729679,0.000000,0.729679,1.212595,-0.598457,1.200000,0,1.0000,1,0.000000,-0.476230,0.633770,0.831233,14.124739,-0.338223,1.212595,-0.598457
4155,1.398873,-20.1552,20.0118,54.0976,0.0000,-0.509041,0.510409,0.941847,0.000000,0.739679,0.739679,0.000000,0.739679,1.212746,-0.597427,1.200000,0,1.0000,1,0.000000,-0.468880,0.640550,0.820263,14.124739,-0.233355,1.212746,-0.597427
4165,1.398873,-20.0411,20.0947,53.8926,0.0000,-0.506151,0.512529,0.937516,0.000000,0.739679,0.739679,0.000000,0.739679,1.212799,-0.597064,1.200000,0,1.0000,1,0.000000,-0.468880,0.640550,0.820263,14.124739,-0.308838,1.212799,-0.597064
4175,1.398873,-19.9272,20.1779,53.7979,0.0000,-0.503262,0.514645,0.936475,0.000000,0.739679,0.739679,0.000000,0.739679,1.212685,-0.597841,1.200000,0,1.0000,1,0.000000,-0.468880,0.640550,0.820263,14.124739,-0.247569,1.212685,-0.597841
4185,1.398873,-19.8134,20.2613,53.7414,0.0000,-0.500368,0.516761,0.937262,0.000000,0.749679,0.749679,0.000000,0.749679,1.212734,-0.597505,1.200000,0,1.0000,1,0.000000,-0.461604,0.647410,0.809508,14.124740,-0.070285,1.212734,-0.597505
4195,1.398873,-19.6997,20.3449,53.6713,0.0000,-0.497479,0.518883,0.937612,0.000000,0.749679,0.749679,0.000000,0.749679,1.212590,-0.598492,1.200000,0,1.0000,1,0.000000,-0.461604,0.647410,0.809508,14.124740,0.087007,1.212590,-0.598492
4205,1.398873,-19.5856,20.4278,54.2879,0.0000,-0.494556,0.520955,0.949512,0.000000,0.749679,0.749679,0.000000,0.749679,1.212011,-0.602457,1.200000,0,1.0000,1,0.000000,-0.461604,0.647410,0.809508,14.124740,0.200890,1.212011,-0.602457
4215,1.398873,-19.4701,20.5088,55.6378,0.0000,-0.491572,0.522939,0.974138,0.000000,0.749679,0.749679,0.000000,0.749679,1.210762,-0.611009,1.200000,0,1.0000,1,0.000000,-0.461604,0.647410,0.809508,14.124740,0.307484,1.210762,-0.611009
4225,1.398873,-19.3528,20.5872,56.7861,0.0000,-0.488553,0.524869,0.994892,0.000000,0.759679,0.759679,0.000000,0.759679,1.209361,-0.620605,1.200000,0,1.0000,1,0.000000,-0.454401,0.654347,0.798968,14.124740,0.378837,1.209361,-0.620605
4235,1.398873,-19.2342,20.6635,57.7325,0.0000,-0.485507,0.526753,1.012435,0.000000,0.759679,0.759679,0.000000,0.759679,1.207516,-0.633233,1.200000,0,1.0000,1,0.000000,-0.454401,0.654347,0.798968,14.124740,0.481315,1.207516,-0.633233
4245,1.398873,-19.1142,20.7376,58.9161,0.0000,-0.482417,0.528568,1.034080,0.000000,0.759679,0.759679,0.000000,0.759679,1.205176,-0.649259,1.200000,0,1.0000,1,0.000000,-0.454401,0.654347,0.798968,14.124740,0.580103,1.205176,-0.649259
4255,1.398873,-18.9925,20.8089,60.3077,0.0000,-0.479281,0.530305,1.058539,0.000000,0.769679,0.769679,0.000000,0.769679,1.202706,-0.666171,1.200000,0,1.0000,1,0.000000,-0.447271,0.661358,0.788645,14.124740,0.597207,1.202706,-0.666171
4265,1.398873,-18.8692,20.8776,61.4891,0.0000,-0.476114,0.531983,1.079458,0.000000,0.769679,0.769679,0.000000,0.769679,1.199798,-0.686082,1.200000,0,1.0000,1,0.000000,-0.447271,0.661358,0.788645,14.124740,0.626961,1.199798,-0.686082
4275,1.398873,-18.7447,20.9439,62.4157,0.0000,-0.472923,0.533613,1.096714,0.000000,0.769679,0.769679,0.000000,0.769679,1.196535,-0.708423,1.200000,0,1.0000,1,0.000000,-0.447271,0.661358,0.788645,14.124740,0.735525,1.196535,-0.708423
4285,1.398873,-18.6193,21.0084,63.1285,0.0000,-0.469718,0.535210,1.109445,0.000000,0.769679,0.769679,0.000000,0.769679,1.193004,-0.732599,1.200000,0,1.0000,1,0.000000,-0.447271,0.661358,0.788645,14.124740,0.764514,1.193004,-0.732599
4295,1.398873,-18.4932,21.0716,63.6185,0.0000,-0.466506,0.536798,1.115086,0.000000,0.779679,0.779679,0.000000,0.779679,1.189765,-0.754779,1.200000,0,1.0000,1,0.000000,-0.440213,0.668442,0.778538,14.124740,0.473352,1.189765,-0.754779
4305,1.398873,-18.3668,21.1342,63.7034,0.0000,-0.463296,0.538391,1.114053,0.000000,0.779679,0.779679,0.000000,0.779679,1.186494,-0.777173,1.200000,0,1.0000,1,0.000000,-0.440213,0.668442,0.778538,14.124740,0.221894,1.186494,-0.777173
4315,1.398873,-18.2404,21.1969,63.4934,0.0000,-0.460097,0.540004,1.107847,0.000000,0.779679,0.779679,0.000000,0.779679,1.183278,-0.799194,1.200000,0,1.0000,1,0.000000,-0.440213,0.668442,0.778538,14.124740,-0.032197,1.183278,-0.799194
4325,1.398873,-18.1144,21.2603,63.1359,0.0000,-0.456908,0.541639,1.099789,0.000000,0.789679,0.789679,0.000000,0.789679,1.180609,-0.817469,1.200000,0,1.0000,1,0.000000,-0.433226,0.675596,0.768649,14.124740,-0.214090,1.180609,-0.817469
4335,1.398873,-17.9889,21.3244,62.7889,0.0000,-0.453732,0.543291,1.092395,0.000000,0.789679,0.789679,0.000000,0.789679,1.177989,-0.835404,1.200000,0,1.0000,1,0.000000,-0.433226,0.675596,0.768649,14.124740,-0.347672,1.177989,-0.835404
4345,1.398873,-17.8637,21.3892,62.4258,0.0000,-0.450564,0.544961,1.085180,0.000000,0.789679,0.789679,0.000000,0.789679,1.175405,-0.853097,1.200000,0,1.0000,1,0.000000,-0.433226,0.675596,0.768649,14.124740,-0.435648,1.175405,-0.853097
4355,1.398873,-17.7386,21.4546,62.3901,0.0000,-0.447389,0.546626,1.083835,0.000000,0.799679,0.799679,0.000000,0.799679,1.173222,-0.868045,1.200000,0,1.0000,1,0.000000,-0.426309,0.682818,0.758976,14.124740,-0.507759,1.173222,-0.868045
4365,1.398873,-17.6135,21.5199,62.5060,0.0000,-0.444209,0.548279,1.085150,0.000000,0.799679,0.799679,0.000000,0.799679,1.170873,-0.884127,1.200000,0,1.0000,1,0.000000,-0.426309,0.682818,0.758976,14.124740,-0.578592,1.170873,-0.884127
4375,1.398873,-17.4882,21.5847,62.7502,0.0000,-0.441022,0.549916,1.088366,0.000000,0.799679,0.799679,0.000000,0.799679,1.168315,-0.901644,1.200000,0,1.0000,1,0.000000,-0.426309,0.682818,0.758976,14.124740,-0.683218,1.168315,-0.901644
4385,1.398873,-17.3626,21.6490,63.0121,0.0000,-0.437825,0.551537,1.092367,0.000000,0.799679,0.799679,0.000000,0.799679,1.165527,-0.920730,1.200000,0,1.0000,1,0.000000,-0.426309,0.682818,0.758976,14.124740,-0.740263,1.165527,-0.920730
4395,1.398873,-17.2366,21.7127,63.3858,0.0000,-0.434615,0.553133,1.098683,0.000000,0.809679,0.809679,0.000000,0.809679,1.162999,-0.938045,1.200000,0,1.0000,1,0.000000,-0.419462,0.690106,0.749520,14.124740,-0.760763,1.162999,-0.938045
4405,1.398873,-17.1103,21.7755,63.7875,0.0000,-0.431393,0.554705,1.106042,0.000000,0.809679,0.809679,0.000000,0.809679,1.160158,-0.957491,1.200000,0,1.0000,1,0.000000,-0.419462,0.690106,0.749520,14.124740,-0.726012,1.160158,-0.957491
4415,1.398873,-16.9835,21.8374,64.1359,0.0000,-0.428163,0.556259,1.111978,0.000000,0.809679,0.809679,0.000000,0.809679,1.157037,-0.978864,1.200000,0,1.0000,1,0.000000,-0.419462,0.690106,0.749520,14.124740,-0.740437,1.157037,-0.978864
4425,1.398873,-16.8563,21.8986,64.4725,0.0000,-0.424924,0.557797,1.117088,0.000000,0.819679,0.819679,0.000000,0.819679,1.154211,-0.998213,1.200000,0,1.0000,1,0.000000,-0.412683,0.697458,0.740279,14.124740,-0.816981,1.154211,-0.998213
4435,1.398873,-16.7287,21.9591,64.8034,0.0000,-0.421676,0.559313,1.123266,0.000000,0.819679,0.819679,0.000000,0.819679,1.151086,-1.019606,1.200000,0,1.0000,1,0.000000,-0.412683,0.697458,0.740279,14.124740,-0.776653,1.151086,-1.019606
4445,1.398873,-16.6010,22.0188,65.0392,0.0000,-0.418424,0.560816,1.127868,0.000000,0.819679,0.819679,0.000000,0.819679,1.147694,-1.042832,1.200000,0,1.0000,1,0.000000,-0.412683,0.697458,0.740279,14.124740,-0.727992,1.147694,-1.042832
4455,1.398873,-16.4731,22.0783,65.0836,0.0000,-0.415172,0.562324,1.128967,0.000000,0.819679,0.819679,0.000000,0.819679,1.144105,-1.067407,1.200000,0,1.0000,1,0.000000,-0.412683,0.697458,0.740279,14.124740,-0.695610,1.144105,-1.067407
4465,1.398873,-16.3452,22.1378,64.9981,0.0000,-0.411927,0.563840,1.127616,0.000000,0.829679,0.829679,0.000000,0.829679,1.140979,-1.088811,1.200000,0,1.0000,1,0.000000,-0.405972,0.704871,0.731252,14.124740,-0.681544,1.140979,-1.088811
4475,1.398873,-16.2174,22.1974,65.0638,0.0000,-0.408679,0.565349,1.128800,0.000000,0.829679,0.829679,0.000000,0.829679,1.137636,-1.111703,1.200000,0,1.0000,1,0.000000,-0.405972,0.704871,0.731252,14.124740,-0.677728,1.137636,-1.111703
4485,1.398873,-16.0894,22.2566,65.2596,0.0000,-0.405422,0.566843,1.131888,0.000000,0.829679,0.829679,0.000000,0.829679,1.134023,-1.136437,1.200000,0,1.0000,1,0.000000,-0.405972,0.704871,0.731252,14.124740,-0.710678,1.134023,-1.136437
4495,1.398873,-15.9612,22.3154,65.4426,0.0000,-0.402162,0.568328,1.134576,0.000000,0.839679,0.839679,0.000000,0.839679,1.130787,-1.158599,1.200000,0,1.0000,1,0.000000,-0.399327,0.712344,0.722439,14.124740,-0.761204,1.130787,-1.158599
4505,1.398873,-15.8328,22.3739,65.5750,0.0000,-0.398898,0.569807,1.136504,0.000000,0.839679,0.839679,0.000000,0.839679,1.127293,-1.182519,1.200000,0,1.0000,1,0.000000,-0.399327,0.712344,0.722439,14.124740,-0.799507,1.127293,-1.182519
4515,1.398873,-15.7043,22.4322,65.6651,0.0000,-0.395633,0.571282,1.137821,0.000000,0.839679,0.839679,0.000000,0.839679,1.123550,-1.208150,1.200000,0,1.0000,1,0.000000,-0.399327,0.712344,0.722439,14.124740,-0.825119,1.123550,-1.208150
4525,1.398873,-15.5757,22.4902,65.7448,0.0000,-0.392365,0.572751,1.139414,0.000000,0.839679,0.839679,0.000000,0.839679,1.119540,-1.235601,1.200000,0,1.0000,1,0.000000,-0.399327,0.712344,0.722439,14.124740,-0.804988,1.119540,-1.235601
4535,1.398873,-15.4471,22.5481,65.7926,0.0000,-0.389095,0.574216,1.140957,0.000000,0.849679,0.849679,0.000000,0.849679,1.115955,-1.260148,1.200000,0,1.0000,1,0.000000,-0.392747,0.719874,0.713838,14.124740,-0.734071,1.115955,-1.260148
4545,1.398873,-15.3185,22.6059,65.8151,0.0000,-0.385827,0.575685,1.141254,0.000000,0.849679,0.849679,0.000000,0.849679,1.112121,-1.286401,1.200000,0,1.0000,1,0.000000,-0.392747,0.719874,0.713838,14.124740,-0.743693,1.112121,-1.286401
4555,1.398873,-15.1898,22.6636,65.8803,0.0000,-0.382559,0.577149,1.141561,0.000000,0.849679,0.849679,0.000000,0.849679,1.108028,-1.314428,1.200000,0,1.0000,1,0.000000,-0.392747,0.719874,0.713838,14.124740,-0.826630,1.108028,-1.314428
4565,1.398873,-15.0610,22.7211,65.9757,0.0000,-0.379286,0.578605,1.142840,0.000000,0.859679,0.859679,0.000000,0.859679,1.104372,-1.339460,1.200000,0,1.0000,1,0.000000,-0.386231,0.727460,0.705448,14.124740,-0.865368,1.104372,-1.339460
4575,1.398873,-14.9322,22.7785,66.0076,0.0000,-0.376013,0.580061,1.143410,0.000000,0.859679,0.859679,0.000000,0.859679,1.100435,-1.366413,1.200000,0,1.0000,1,0.000000,-0.386231,0.727460,0.705448,14.124740,-0.864000,1.100435,-1.366413
4585,1.398873,-14.8033,22.8359,66.0036,0.0000,-0.372739,0.581520,1.143115,0.000000,0.859679,0.859679,0.000000,0.859679,1.096231,-1.395199,1.200000,0,1.0000,1,0.000000,-0.386231,0.727460,0.705448,14.124740,-0.886512,1.096231,-1.395199
4641,1.398873,-14.6274,22.9142,65.9710,0.0000,-0.367092,0.584075,1.137918,0.000000,0.869679,0.869679,0.000000,0.869679,1.092372,-1.421622,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,3.442238,-0.240941,1.092372,-1.421622
4643,1.398873,-14.6241,22.9157,65.9702,0.0000,-0.371285,0.582135,1.150420,0.000000,0.869679,0.869679,0.000000,0.869679,1.088760,-1.446354,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,3.621216,-0.488322,1.088760,-1.446354
4645,1.398873,-14.6171,22.9188,65.9685,0.0000,-0.371096,0.582219,1.150043,0.000000,0.869679,0.869679,0.000000,0.869679,1.085230,-1.470527,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,3.845459,-0.661754,1.085230,-1.470527
4651,1.398873,-14.5914,22.9303,65.9277,0.0000,-0.370079,0.582674,1.146946,0.000000,0.869679,0.869679,0.000000,0.869679,1.081755,-1.494317,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,4.689289,-0.741928,1.081755,-1.494317
4652,1.398873,-14.5824,22.9343,65.9251,0.0000,-0.370166,0.582634,1.149083,0.000000,0.869679,0.869679,0.000000,0.869679,1.078317,-1.517858,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,4.896391,-0.763908,1.078317,-1.517858
4654,1.398873,-14.5733,22.9384,65.9289,0.0000,-0.369932,0.582738,1.149141,0.000000,0.869679,0.869679,0.000000,0.869679,1.074933,-1.541028,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,4.966687,-0.767428,1.074933,-1.541028
4656,1.398873,-14.5686,22.9405,65.8561,0.0000,-0.369803,0.582796,1.147896,0.000000,0.869679,0.869679,0.000000,0.869679,1.071652,-1.563491,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,5.152858,-0.754813,1.071652,-1.563491
4665,1.398873,-14.5118,22.9659,65.8572,0.0000,-0.367305,0.583925,1.143001,0.000000,0.869679,0.869679,0.000000,0.869679,1.068277,-1.586598,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,6.225709,-0.713792,1.068277,-1.586598
4675,1.398873,-14.4454,22.9957,65.8536,0.0000,-0.365230,0.584861,1.141871,0.000000,0.869679,0.869679,0.000000,0.869679,1.064743,-1.610795,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,7.285549,-0.749105,1.064743,-1.610795
4685,1.398873,-14.3705,23.0293,65.8717,0.0000,-0.363115,0.585811,1.141785,0.000000,0.869679,0.869679,0.000000,0.869679,1.061007,-1.636380,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,8.209784,-0.789356,1.061007,-1.636380
4695,1.398873,-14.2883,23.0661,65.9855,0.0000,-0.360838,0.586828,1.143443,0.000000,0.869679,0.869679,0.000000,0.869679,1.056984,-1.663920,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,9.020289,-0.822065,1.056984,-1.663920
4705,1.398873,-14.1995,23.1056,66.0072,0.0000,-0.358419,0.587905,1.143730,0.000000,0.869679,0.869679,0.000000,0.869679,1.052693,-1.693305,1.200000,0,1.0000,1,0.000000,-0.379779,0.735100,0.697265,9.727198,-0.831371,1.052693,-1.693305
4715,1.398873,-14.1052,23.1476,65.9183,0.0000,-0.355884,0.589043,1.141727,0.000000,0.879679,0.879679,0.000000,0.879679,1.049108,-1.717847,1.200000,0,1.0000,1,0.000000,-0.373388,0.742792,0.689290,10.341645,-0.876350,1.049108,-1.717847
4725,1.398873,-14.0060,23.1920,65.8254,0.0000,-0.353244,0.590233,1.139560,0.000000,0.879679,0.879679,0.000000,0.879679,1.045295,-1.743954,1.200000,0,1.0000,1,0.000000,-0.373388,0.742792,0.689290,10.874162,-0.931080,1.045295,-1.743954
4735,1.398873,-13.9027,23.2384,65.8137,0.0000,-0.350514,0.591459,1.139611,0.000000,0.879679,0.879679,0.000000,0.879679,1.041159,-1.772277,1.200000,0,1.0000,1,0.000000,-0.373388,0.742792,0.689290,11.334556,-0.905503,1.041159,-1.772277
4745,1.398873,-13.7959,23.2863,65.8631,0.0000,-0.347708,0.592717,1.140175,0.000000,0.879679,0.879679,0.000000,0.879679,1.036661,-1.803074,1.200000,0,1.0000,1,0.000000,-0.373388,0.742792,0.689290,11.731796,-0.935233,1.036661,-1.803074
4755,1.398873,-13.6858,23.3356,65.9319,0.0000,-0.344832,0.594001,1.141220,0.000000,0.889679,0.889679,0.000000,0.889679,1.032742,-1.829905,1.200000,0,1.0000,1,0.000000,-0.367059,0.750534,0.681518,12.073966,-0.950967,1.032742,-1.829905
4765,1.398873,-13.5731,23.3859,65.9814,0.0000,-0.341899,0.595308,1.141872,0.000000,0.889679,0.889679,0.000000,0.889679,1.028431,-1.859425,1.200000,0,1.0000,1,0.000000,-0.367059,0.750534,0.681518,12.368287,-0.972067,1.028431,-1.859425
4775,1.398873,-13.4580,23.4372,65.9482,0.0000,-0.338918,0.596640,1.141224,0.000000,0.889679,0.889679,0.000000,0.889679,1.023756,-1.891437,1.200000,0,1.0000,1,0.000000,-0.367059,0.750534,0.681518,12.621149,-0.978972,1.023756,-1.891437
4785,1.398873,-13.3409,23.4895,65.9170,0.0000,-0.335895,0.597993,1.140816,0.000000,0.889679,0.889679,0.000000,0.889679,1.018688,-1.926133,1.200000,0,1.0000,1,0.000000,-0.367059,0.750534,0.681518,12.838176,-0.965286,1.018688,-1.926133
4795,1.398873,-13.2221,23.5426,65.9573,0.0000,-0.332834,0.599358,1.141494,0.000000,0.899679,0.899679,0.000000,0.899679,1.014201,-1.956859,1.200000,0,1.0000,1,0.000000,-0.360789,0.758324,0.673950,13.024290,-0.967855,1.014201,-1.956859
4805,1.398873,-13.1019,23.5961,65.9868,0.0000,-0.329743,0.600735,1.141881,0.000000,0.899679,0.899679,0.000000,0.899679,1.009271,-1.990616,1.200000,0,1.0000,1,0.000000,-0.360789,0.758324,0.673950,13.183779,-0.980567,1.009271,-1.990616
4815,1.398873,-12.9805,23.6503,65.9418,0.0000,-0.326629,0.602127,1.140905,0.000000,0.899679,0.899679,0.000000,0.899679,1.003932,-2.027170,1.200000,0,1.0000,1,0.000000,-0.360789,0.758324,0.673950,13.320371,-0.999717,1.003932,-2.027170
4825,1.398873,-12.8579,23.7051,65.8651,0.0000,-0.323491,0.603536,1.139544,0.000000,0.899679,0.899679,0.000000,0.899679,0.998180,-2.066554,1.200000,0,1.0000,1,0.000000,-0.360789,0.758324,0.673950,13.437293,-1.001857,0.998180,-2.066554
4835,1.398873,-12.7346,23.7604,65.8179,0.0000,-0.320335,0.604955,1.138780,0.000000,0.909268,0.909268,0.000000,0.909268,0.992949,-2.102366,1.200000,0,1.0000,1,0.000000,-0.354831,0.765837,0.666880,13.537335,-0.995877,0.992949,-2.102366
4845,1.398873,-12.6104,23.8162,65.7547,0.0000,-0.317164,0.606384,1.137905,0.000000,0.913967,0.913967,0.000000,0.913967,0.987738,-2.138046,1.200000,0,1.0000,1,0.000000,-0.351931,0.769534,0.663482,13.622901,-0.973144,0.987738,-2.138046
4855,1.398873,-12.4859,23.8725,65.6977,0.0000,-0.313985,0.607823,1.136970,0.000000,0.916269,0.916269,0.000000,0.916269,0.982304,-2.175253,1.200000,0,1.0000,1,0.000000,-0.350514,0.771350,0.661833,13.696064,-0.967115,0.982304,-2.175253
4865,1.398873,-12.3607,23.9289,65.7391,0.0000,-0.310790,0.609261,1.137660,0.000000,0.917397,0.917397,0.000000,0.917397,0.976446,-2.215363,1.200000,0,1.0000,1,0.000000,-0.349821,0.772240,0.661029,13.758605,-0.970359,0.976446,-2.215363
4875,1.398873,-12.2349,23.9855,65.8508,0.0000,-0.307580,0.610696,1.139755,0.000000,0.917950,0.917950,0.000000,0.917950,0.970023,-2.259340,1.200000,0,1.0000,1,0.000000,-0.349482,0.772676,0.660636,13.812054,-0.955805,0.970023,-2.259340
4885,1.398873,-12.1086,24.0420,65.9046,0.0000,-0.304360,0.612134,1.140803,0.000000,0.918221,0.918221,0.000000,0.918221,0.963026,-2.307248,1.200000,0,1.0000,1,0.000000,-0.349316,0.772890,0.660443,13.857724,-0.944924,0.963026,-2.307248
4895,1.398873,-11.9820,24.0987,65.8589,0.0000,-0.301135,0.613581,1.140009,0.000000,0.918354,0.918354,0.000000,0.918354,0.955495,-2.358813,1.200000,0,1.0000,1,0.000000,-0.349234,0.772995,0.660349,13.896740,-0.944673,0.955495,-2.358813
4905,1.398873,-11.8551,24.1557,65.7576,0.0000,-0.297907,0.615039,1.138039,0.000000,0.928224,0.928224,0.000000,0.928224,0.948546,-2.406392,1.200000,0,1.0000,1,0.000000,-0.343207,0.780811,0.653438,13.930068,-0.964801,0.948546,-2.406392
4915,1.398873,-11.7280,24.2130,65.6907,0.0000,-0.294675,0.616501,1.136947,0.000000,0.932962,0.932962,0.000000,0.932962,0.941564,-2.454200,1.200000,0,1.0000,1,0.000000,-0.340333,0.784578,0.650187,13.958533,-0.957229,0.941564,-2.454200
4925,1.398873,-11.6008,24.2705,65.6625,0.0000,-0.291440,0.617967,1.136309,0.000000,0.935236,0.935236,0.000000,0.935236,0.934247,-2.504298,1.200000,0,1.0000,1,0.000000,-0.338958,0.786389,0.648642,13.982843,-0.971814,0.934247,-2.504298
4935,1.398873,-11.4735,24.3282,65.6396,0.0000,-0.288201,0.619435,1.135732,0.000000,0.936327,0.936327,0.000000,0.936327,0.926442,-2.557739,1.200000,0,1.0000,1,0.000000,-0.338299,0.787259,0.647904,14.003601,-0.989472,0.926442,-2.557739
4945,1.398873,-11.3460,24.3859,65.6565,0.0000,-0.284958,0.620901,1.135994,0.000000,0.936851,0.936851,0.000000,0.936851,0.918014,-2.615449,1.200000,0,1.0000,1,0.000000,-0.337983,0.787677,0.647551,14.021327,-0.992840,0.918014,-2.615449
4955,1.398873,-11.2182,24.4436,65.6998,0.0000,-0.281708,0.622367,1.136754,0.000000,0.937103,0.937103,0.000000,0.937103,0.908866,-2.678082,1.200000,0,1.0000,1,0.000000,-0.337831,0.787877,0.647381,14.036461,-0.992326,0.908866,-2.678082
4965,1.398873,-11.0903,24.5012,65.7673,0.0000,-0.278455,0.623828,1.138041,0.000000,0.946841,0.946841,0.000000,0.946841,0.900073,-2.738291,1.200000,0,1.0000,1,0.000000,-0.331983,0.795664,0.640912,14.049383,-0.981428,0.900073,-2.738291
4975,1.398873,-10.9622,24.5589,65.8027,0.0000,-0.275196,0.625291,1.138839,0.000000,0.946841,0.946841,0.000000,0.946841,0.890484,-2.803943,1.200000,0,1.0000,1,0.000000,-0.331983,0.795664,0.640912,14.060414,-0.963498,0.890484,-2.803943
4985,1.398873,-10.8341,24.6164,65.7932,0.0000,-0.271941,0.626753,1.138923,0.000000,0.951418,0.951418,0.000000,0.951418,0.880659,-2.871215,1.200000,0,1.0000,1,0.000000,-0.329252,0.799337,0.637933,14.069831,-0.938491,0.880659,-2.871215
4995,1.398873,-10.7060,24.6741,65.7671,0.0000,-0.268686,0.628220,1.138476,0.000000,0.953569,0.953569,0.000000,0.953569,0.870308,-2.942089,1.200000,0,1.0000,1,0.000000,-0.327972,0.801066,0.636547,14.077871,-0.937622,0.870308,-2.942089
5005,1.398873,-10.5778,24.7318,65.7721,0.0000,-0.265427,0.629687,1.138470,0.000000,0.954581,0.954581,0.000000,0.954581,0.859225,-3.017976,1.200000,0,1.0000,1,0.000000,-0.327371,0.801879,0.635898,14.084734,-0.946986,0.859225,-3.017976
5015,1.398873,-10.4494,24.7894,65.8607,0.0000,-0.262163,0.631146,1.140134,0.000000,0.955056,0.955056,0.000000,0.955056,0.847181,-3.100435,1.200000,0,1.0000,1,0.000000,-0.327089,0.802262,0.635594,14.090592,-0.935269,0.847181,-3.100435
5025,1.398873,-10.3210,24.8468,65.9579,0.0000,-0.258897,0.632599,1.141818,0.000000,0.955279,0.955279,0.000000,0.955279,0.834073,-3.190189,1.200000,0,1.0000,1,0.000000,-0.326956,0.802442,0.635451,14.095593,-0.936447,0.834073,-3.190189
